track_id,track_name,album_name,release_date,popularity,artist_ids
7JWmo14H5J8aUZ5b18kbev,All The Time (feat. Lil Wayne & Natasha Mosley),Late Nights With Jeremih,2022-03-11,64,"['3KV3p5EY4AvKxOlhGHORLg', '55Aa2cqylxrFIXC767Z865', '1fYdgyGBrMIEML5cuo5FpZ']"
6NCtzHANN8GwvxdrSzJBB9,Wait On It (feat. Bryson Tiller & Chris Brown),Wait On It (feat. Bryson Tiller & Chris Brown),2024-06-28,66,"['3KV3p5EY4AvKxOlhGHORLg', '2EMAnMvWE2eb56ToJVfCWs', '7bXgB6jMjp9ATFy66eO08Z']"
08zJpaUQVi9FrKv2e32Bah,Planez,Late Nights: The Album,2015-12-04,66,"['3KV3p5EY4AvKxOlhGHORLg', '6l3HvQ5sa6mXTsMTB19rO5']"
6PmjWl0phNxc0R5OwkDdiZ,Love Don't Change,All About You,2010-01-01,64,['3KV3p5EY4AvKxOlhGHORLg']
3WjyiSbfR74pjWXQ3IaFKJ,Impatient,Late Nights: The Album,2015-12-04,63,"['3KV3p5EY4AvKxOlhGHORLg', '7c0XG5cIJTrrAgEC3ULPiq']"
3V8Cz6eVyTUCBWooVwNvR3,Sick (feat. 4batz),Sick (feat. 4batz),2024-10-18,58,"['3KV3p5EY4AvKxOlhGHORLg', '5fi7lIgJGH3RgUpJYcffQ7']"
4s6x56uNiNCAA87yzqTz5G,Sip (Alcohol),Body & Soul,2023-05-19,62,['1XavfPKBpNjkOfxHINlMHF']
74CA9T8IpFzrLNFV6EoY3a,Adenuga (feat. Qing Madi),Adenuga x Concerning,2024-04-17,60,"['1XavfPKBpNjkOfxHINlMHF', '0ZvsEkINadmEV4qzS4ollh']"
4PfR2vNZ3ig9OCyZmWsQL2,Low Key (feat. Humby),Low Key (feat. Humby),2024-06-06,60,"['7a0XAaPaK2aDSqa8p3QnC7', '1DxLCyH42yaHKGK3cl5bvG', '1XavfPKBpNjkOfxHINlMHF', '48qllQaUjZZOijgvJrHtag']"
140dx97IbJbQhIMd7AaHeb,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],2020-02-13,58,"['048LktY5zMnakWq7PTtFrz', '1XavfPKBpNjkOfxHINlMHF', '0GGKrcPOlBkmBzQDf2Ogkl']"
2AaZJAh9FifPCQdba87Hzr,Body & Soul,Body & Soul,2023-05-19,55,['1XavfPKBpNjkOfxHINlMHF']
4VcP2qNfYjYibIHxMbYyV3,Love & Romance II,Love & Romance II,2024-11-15,57,"['5twTCOm58CXYCqCny4gYcQ', '21E3waRsmPlU7jZsS13rcj', '1XavfPKBpNjkOfxHINlMHF']"
2zFt35JaZM7uOvgXVHBplT,Loner (Alone),Loner (Alone),2024-03-20,45,"['4NiZlwuau3hlznWpJYnme4', '1XavfPKBpNjkOfxHINlMHF']"
0Yz6pPFinS7EKfaZRMY4uT,Baby,Baby,2019-03-01,54,['1XavfPKBpNjkOfxHINlMHF']
62cC7k1opRIS9sdviJnVj5,Abeg,Greatness 2.0,2021-11-26,52,"['3L4ZO0ZaSe1qeucpQK8tBR', '1XavfPKBpNjkOfxHINlMHF', '5yOvAmpIR7hVxiS6Ls5DPO']"
3WpcyBBiFVZ66DfWH0xXjm,Duffel Bag,Body & Soul,2023-05-19,49,['1XavfPKBpNjkOfxHINlMHF']
2p3HTxkRwEMqMXKVQVRMeM,These Devils Buy Your Masters,These Devils Buy Your Masters,2024-11-15,28,"['54tsZERmP8X31DMar394rm', '6GEykX11lQqp92UVOQQCC7']"
4kqdfz8E0xHMoYGoUEvLI5,Cash Rules,The Taste Tester,2021-09-24,0,['54tsZERmP8X31DMar394rm']
4xILb8f2h5Nx4jLWEty88B,End Times,The Taste Tester,2021-09-24,0,['54tsZERmP8X31DMar394rm']
1RW5jccEsuSGFdRgfDbYkP,Surface To Air,The Taste Tester,2021-09-24,0,"['54tsZERmP8X31DMar394rm', '1TH7TR6TJrMkX77azIzGzX']"
41m8c16Y0BJePHZoLBdlRN,S.C.C.B.,South Camden Crime Boss,2024-02-05,1,"['54tsZERmP8X31DMar394rm', '64dSq4NmSOKSaqeH9TrnAv']"
5VGOdPnEuFdVnbjyouWibN,Mad Scientist,South Camden Crime Boss,2024-02-05,1,['54tsZERmP8X31DMar394rm']
6rAs0CZ7pgaJubwh5BWcR5,Brady vs Mahomes,The Taste Tester,2021-09-24,0,['54tsZERmP8X31DMar394rm']
6yv7nsADaqRgYNYqmVBaLV,F#ck You,The Taste Tester,2021-09-24,0,['54tsZERmP8X31DMar394rm']
2QfKXZABEqXhZvmD6L4sUN,Remember,A City Invincible,2020-12-10,1,"['54tsZERmP8X31DMar394rm', '64dSq4NmSOKSaqeH9TrnAv']"
11N8PpM3NGSmXJnSHJh2gs,Different People,The Taste Tester,2021-09-24,0,"['54tsZERmP8X31DMar394rm', '4aTkeG44phrCBnGvLuwkYg']"
7bywjHOc0wSjGGbj04XbVi,LUNA,FERXXOCALIPSIS,2023-12-01,88,"['2LRoIwlKmHjgvigdNGBHNo', '7jAs1uPnpfNmT6e5qtEPxq']"
3mg9jYNC1NihbthlglzrWP,+57,+57,2024-11-08,86,"['790FomKkXshlbRYZFtlgla', '2LRoIwlKmHjgvigdNGBHNo', '6ndLrsgT3MV5CNxIrW71fw', '3m5qlPf2OkihLz3dRYnkPA', '1vyhD5VmyZ7KMfW5gqLgo5', '1r4hJ1h58CWwUQe3MxPuau', '7j6DKwmjbxvpQO8h914uEz', '1TA5sGRlKUJXBN4ZyJuDIX']"
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,nadie sabe lo que va a pasar mañana,2023-10-13,85,"['4q3ewBCX7sLwd24euuV69X', '2LRoIwlKmHjgvigdNGBHNo']"
2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,SE ME OLVIDA,2024-08-23,84,"['6B1hSmaLdOvChinK2Z7gfi', '2LRoIwlKmHjgvigdNGBHNo']"
2CeKVsFFXG4QzA415QygGb,Feliz Cumpleaños Ferxxo,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022-09-14,82,['2LRoIwlKmHjgvigdNGBHNo']
1hZsWUnLbqRw09jLAMQSsb,CLASSY 101,FERXXOCALIPSIS,2023-12-01,79,"['2LRoIwlKmHjgvigdNGBHNo', '3qsKSpcV3ncke3hw52JSMB']"
63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,2024-06-07,81,['2LRoIwlKmHjgvigdNGBHNo']
4lqJsJd7kqWVvamQ4aFHA8,Revolú,Cosa Nuestra,2024-11-15,80,"['1mcTU81TzQhprhouKaTkpq', '2LRoIwlKmHjgvigdNGBHNo']"
0T2pB7P1VdXPhLdQZ488uH,Normal,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022-09-14,79,['2LRoIwlKmHjgvigdNGBHNo']
1zsPaEkglFvxjAhrM8yhpr,Hey Mor,OzuTochi,2022-10-07,77,"['1i8SpTcr7yvPOmcqrbnVXY', '2LRoIwlKmHjgvigdNGBHNo']"
7akCKUR70mozhTkNj9k57J,Ego Maniacs,Man Down,2024-11-22,54,"['3Mcii5XWf6E0lrY3Uky4cA', '1YfEcTuGvBQ8xSD1f53UnK', '2N4EYkIlG1kv25g6Wv8LGI']"
1UsPflAuWTNteFUPJAJe8E,SCIENTISTS & ENGINEERS (feat. Future & Eryn Allen Kane),MICHAEL,2023-06-16,55,"['2N4EYkIlG1kv25g6Wv8LGI', '74V3dE1a51skRkdII8y2C6', '5xI4mPixKfrCCspATqbpy3', '1RyvyyTE3xzB2ZywiAwp0i']"
7satW8tFLasyZbftvrWFBP,Legend Has It,Run The Jewels 3,2016-12-25,57,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
72YEW9z8ke67115z6AK8PD,ooh la la (feat. Greg Nice & DJ Premier),RTJ4,2020-06-03,57,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI', '6GEykX11lQqp92UVOQQCC7', '11QdxwAGVKkoLuarCX7L3N']"
6BRZa4WjHDobhgCaaDXRFI,Te'Kill'Ya,Reloaded,2024-11-08,35,"['7aJ0lXaVRlmeij1J0NrrFK', '2N4EYkIlG1kv25g6Wv8LGI', '6GI52t8N5F02MxU0g5U69P']"
69boulENxqb2MYuIDxlbFA,Close Your Eyes (And Count to Fuck) (feat. Zack De La Rocha),Run The Jewels 2,2014-10-27,47,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI', '1jKpNUjiz4KXgaAZD5FI9S']"
5CDuTBTKuXHwLIfbmqQdQK,No Save Point (From “Cyberpunk 2077”),RTJ4 (Deluxe Edition),2021-09-24,52,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
5XK3BD1z7Yg0NlEwy4TT97,STILL TALK’N THAT SHIT,"Michael & The Mighty Midnight Revival, Songs For Sinners And Saints",2024-08-02,50,"['2N4EYkIlG1kv25g6Wv8LGI', '0RESbWvOMyua0yuyVrztJ5', '08Ld63UgKrJ0nZnCkzHtzc']"
4IkDkZxo0UamwkH3iunJRC,Blockbuster Night Pt. 1,Run The Jewels 2,2014-10-27,45,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
2K7ftgpxTt8z8uuWL0X6S3,"Kill Jill [Feat. Killer Mike, Jeezy]",BOOMIVERSE,2017-06-16,51,"['2ht3wxeT69CzyKFChNnNAB', '2N4EYkIlG1kv25g6Wv8LGI', '4yBK75WVCQXej1p04GWqxH']"
5SixeLvPsYpk7qq9lo5xYg,Have Mercy,Have Mercy,2021-09-10,63,['1FtBEIWAwvw5ymBen5GICR']
5SUYx8DCjFhdU9d9Qu4Vnf,TELL ME (feat. Chlöe),TELL ME (feat. Chlöe),2024-09-13,60,"['2P5sC9cVZDToPxyomzF1UH', '1FtBEIWAwvw5ymBen5GICR']"
3tBHvugVF7GSpKsncQml42,Soft (feat. Chlöe & Halle) [Unlocked],Access All Areas: Unlocked,2024-11-15,56,"['0s4kXsjYeH0S1xRyVGN4NO', '1FtBEIWAwvw5ymBen5GICR', '3HsVtnnjOUToyJThxaoBfx']"
2UIraNrjFYMnu1HI15QR4S,Survive (feat. Chlöe),Bando Stone and The New World,2024-07-19,54,"['73sIBHcqh3Z3NyqHKZ7FOL', '1FtBEIWAwvw5ymBen5GICR']"
7bs9SS4w8QKffIimEqatSP,Nasty Girl Remix (feat. Chlöe),Nasty Girl Remix (feat. Chlöe),2024-07-19,53,"['0NIIxcxNHmOoyBx03SfTCD', '1FtBEIWAwvw5ymBen5GICR']"
2ZCu2xskiEBCV3y0eu0zJG,Treat Me,Treat Me,2022-04-08,52,['1FtBEIWAwvw5ymBen5GICR']
6av2mGCoGylyZSDU64XEol,Vision Remix (feat. Chlöe),Qing Madi (Deluxe),2024-07-05,48,"['0ZvsEkINadmEV4qzS4ollh', '1FtBEIWAwvw5ymBen5GICR']"
1ipHKSbOLZ3rk5UIr0sjEF,How Does It Feel,In Pieces,2023-03-31,47,"['1FtBEIWAwvw5ymBen5GICR', '7bXgB6jMjp9ATFy66eO08Z']"
7tWfPoTJQu7QzbQmy3omtL,Favorite (feat. Anderson .Paak),Trouble In Paradise,2024-08-09,51,"['1FtBEIWAwvw5ymBen5GICR', '3jK9MiCrA42lLAdMGUZpwa']"
1jI4qCnDm6wDP5X6caZPeO,MIA (feat. Chlöe),Sincere (Deluxe),2024-12-05,50,"['6LuN9FCkKOj5PcnpouEgny', '1FtBEIWAwvw5ymBen5GICR']"
0fhv3bPzS3hbRdv6WNgs21,Miami Blue (feat. Big K.R.I.T. & Buddah Bless),MEGAN,2024-06-28,50,"['181bsRPaVXVlUKXrxwZfHK', '0CKa42Jqrc9fSFbDjePaXP', '6F6Kv1EpOjiXonTNYFdXWW']"
49qWe1YSbt4s5TvtN09jgi,Country Sh*t (Remix),R4 The Prequel,2011-01-01,33,"['0CKa42Jqrc9fSFbDjePaXP', '3ipn9JLAPI5GUEo4y4jcoi', '45a6gCQWq61lIUDmr1tKuO']"
6wScCdGt2OkrrOP5kINDDF,Big Bank (feat. T.I.),4eva Is A Mighty Long Time,2017-10-27,40,"['0CKa42Jqrc9fSFbDjePaXP', '4OBJLual30L7gRl5UkeRcT']"
0GjS8K1d3OHwq54Buhpr7C,Underground Ambassador,Underground Ambassador,2024-11-15,39,"['0k7Xl1pqI3tu8sSEjo5oEg', '0CKa42Jqrc9fSFbDjePaXP', '2lrtGWxNXWjd0JzDLKXubI', '2Jwr7hGoSNK3S3QBxh3T0z', '7oF48iRjggIDjtfRcmmMvl', '5QDNC7d83GlaTl7Jy9djQ1']"
0z0Mtwa6qMAdm1SOvjGNUk,Energy,TDT,2019-01-11,38,['0CKa42Jqrc9fSFbDjePaXP']
3RiGWybqOdKiZL08lplY0l,Pick Up The Pace,Pick Up The Pace,2021-04-16,39,['0CKa42Jqrc9fSFbDjePaXP']
29OaX99VkV4vLX2ab5sKrJ,Money On The Floor,Live From The Underground,2012-01-01,38,"['0CKa42Jqrc9fSFbDjePaXP', '7iUhmKPNkkPPS6FCQxqtNq', '17lzZA2AlOHwCwFALHttmp']"
62TseHr3oK08tbDG5LgdUv,Addiction (feat. Lil Wayne & Saweetie),K.R.I.T. IZ HERE,2019-07-12,38,"['0CKa42Jqrc9fSFbDjePaXP', '55Aa2cqylxrFIXC767Z865', '6cK3NBO6uP7hh0oyuVELFl']"
6VlGmtWqY9EQLCVPmTmkRj,Put You On,Full Court Press,2022-04-08,36,"['137W8MRPWKqSmrBGDBFSop', '0CKa42Jqrc9fSFbDjePaXP', '6awzBEyEEwWHOjLox1DkLr', '3kf0gOpxWtkyeMNJVDQPtd']"
1gOFYvvmUE7GZVj8fiRe5x,Prove It (feat. J. Cole),K.R.I.T. IZ HERE,2019-07-12,37,"['0CKa42Jqrc9fSFbDjePaXP', '6l3HvQ5sa6mXTsMTB19rO5']"
03KMZi8vZsuPZJSQjSZ28Y,Black Helicopters,The Future Is Now,2002,43,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '51vjIMmHWyVqDrkxD07Jh7']"
4HHldpOqlIgkP789AS6laZ,Black Helicopters - Instrumental,Black Helicopters,2000-03-07,23,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '51vjIMmHWyVqDrkxD07Jh7']"
1iC2QmSKhtBiCUHz54P7bL,Rock Stars,The Future Is Now,2002,36,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '6GEykX11lQqp92UVOQQCC7']"
6nV89sYJnk5KYN4MgsMqU5,Refuse To Lose,I Shot Reagan,1998-07-14,34,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '51vjIMmHWyVqDrkxD07Jh7']"
1lxQb0FJXO5tgzewUOBQui,If You Got Love,The Future Is Now,2002,33,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '3BeQqzKdlARoOd6y30kCO2']"
2H353SjURaVNvZFkMopYA0,It's Us,The Future Is Now,2002,31,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD']"
0unNcO6OJpCRToxKr2FEDS,Say Goodbye To Yesterday,The Future Is Now,2002,31,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '2SnBHfTo6ATGWHqwDoL3ZQ', '51vjIMmHWyVqDrkxD07Jh7']"
0zkeKiL8tZH0AHOPNsCaFG,The C.I.A. Is Trying To Kill Me,The Future Is Now,2002,30,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '51vjIMmHWyVqDrkxD07Jh7']"
2edxu8KiRtF6m7Nh72QvMm,Refuse To Lose - Instrumental,I Shot Reagan,1998-07-14,10,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '51vjIMmHWyVqDrkxD07Jh7']"
4wUbZO7iSx7mFcfdLAONAD,They Got...,Black Helicopters,2000-03-07,27,"['0bWOVEEzzkEIqsSZoXt8KW', '1mMjwoytmHP5dTJbIQxN4V', '1jEQ9dVjupKqchhxVIkHyD', '51vjIMmHWyVqDrkxD07Jh7']"
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Everybody,2017-05-05,73,"['4xRYI6VqpkE3UwrDrAZL8L', '2wUjUUtkb5lvLKcGKsKqsR', '6LuN9FCkKOj5PcnpouEgny']"
7M2tXmeS15NAzEn7ABFeBg,Homicide (feat. Eminem),Confessions of a Dangerous Mind,2019-05-10,66,"['4xRYI6VqpkE3UwrDrAZL8L', '7dGJo4pcD2V6oG8kP0tJRR']"
4EAV2cKiqKP5UPZmY6dejk,Everyday,Bobby Tarantino II,2018-03-09,61,"['4xRYI6VqpkE3UwrDrAZL8L', '64KEffDW9EtZ1y2vBYgq8T']"
17N5FdRwJuv3UXQ7MHnbhF,Ballin,Uncle Drew (Original Motion Picture Soundtrack),2018-06-15,62,['4xRYI6VqpkE3UwrDrAZL8L']
5jbDih9bLGmI8ycUKkN5XA,Perfect,No Pressure,2020-07-24,60,['4xRYI6VqpkE3UwrDrAZL8L']
7zsSnv9ff1GMvf0LxXHpnP,BLAH,BLAH,2024-11-01,58,"['2AfU5LYBVCiCtuCCfM7uVX', '5v0XTlB9FqNvfBfnw8n5b0', '4xRYI6VqpkE3UwrDrAZL8L']"
3e7Y6sfFlIdBMJhX7wpqVO,44 More,Bobby Tarantino II,2018-03-09,58,['4xRYI6VqpkE3UwrDrAZL8L']
1Kp6WFxRzc0sRBmGSgIYat,Gang Related,Under Pressure (Deluxe),2014-10-21,57,['4xRYI6VqpkE3UwrDrAZL8L']
7cGFbx7MP0H23iHZTZpqMM,Everybody,Everybody,2017-05-05,57,['4xRYI6VqpkE3UwrDrAZL8L']
0jqBo5RYn008f4ZY8kPewW,Indica Badu,Bobby Tarantino II,2018-03-09,56,"['4xRYI6VqpkE3UwrDrAZL8L', '137W8MRPWKqSmrBGDBFSop']"
1h20yRsf5WeuHbohrlfcCt,Me Or The Papes,Wrath Of The Math,1996-01-01,50,['6CsOL9C9iLL0eWKINlDxzQ']
7MstStHOHSYgrRfWtjSqma,Tha Bullshit,Wrath Of The Math,1996-01-01,48,['6CsOL9C9iLL0eWKINlDxzQ']
1KFIhbTUmGKUG1wUw5M8Am,Ya Playin' Yaself,Wrath Of The Math,1996-01-01,42,['6CsOL9C9iLL0eWKINlDxzQ']
6wbBrsE2H2pupmnfoVSY6w,Come Clean - E New Y Radio,The Sun Rises In The East,1994-05-24,41,['6CsOL9C9iLL0eWKINlDxzQ']
0cDUxvPe7BYTCllkCxqSWP,Whatever,Wrath Of The Math,1996-01-01,40,['6CsOL9C9iLL0eWKINlDxzQ']
7tojsPuAq9a1puP9ApOJnV,Return of The Crooklyn Dodgers,90s Underground Hip Hop,2020-04-15,33,"['56D5VnuoX3l7bs2kgcrQvJ', '6GEykX11lQqp92UVOQQCC7', '4dVRITwfej74WkmNpgYVPb', '5XI6qfoZSiEYtmItjfEX1Q', '6CsOL9C9iLL0eWKINlDxzQ']"
7jM8Kk1CPcX6gyeWZjarBT,Da Bichez,The Sun Rises In The East,1994-05-24,40,['6CsOL9C9iLL0eWKINlDxzQ']
4AeZaDPbZaxoRpPHkrTiCv,One Day,Wrath Of The Math,1996-01-01,39,['6CsOL9C9iLL0eWKINlDxzQ']
45nvQsjtXL6L570JJ1grBi,You Can't Stop The Prophet,The Sun Rises In The East,1994-05-24,38,['6CsOL9C9iLL0eWKINlDxzQ']
0KrwPsUgeIkXF4sPfU1gQi,Set It Off,Set It Off,2019-11-15,38,"['2N8IPNZTiNo3nj4mreOlHU', '6CsOL9C9iLL0eWKINlDxzQ']"
7satW8tFLasyZbftvrWFBP,Legend Has It,Run The Jewels 3,2016-12-25,57,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
72YEW9z8ke67115z6AK8PD,ooh la la (feat. Greg Nice & DJ Premier),RTJ4,2020-06-03,57,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI', '6GEykX11lQqp92UVOQQCC7', '11QdxwAGVKkoLuarCX7L3N']"
69boulENxqb2MYuIDxlbFA,Close Your Eyes (And Count to Fuck) (feat. Zack De La Rocha),Run The Jewels 2,2014-10-27,47,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI', '1jKpNUjiz4KXgaAZD5FI9S']"
5CDuTBTKuXHwLIfbmqQdQK,No Save Point (From “Cyberpunk 2077”),RTJ4 (Deluxe Edition),2021-09-24,52,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
4IkDkZxo0UamwkH3iunJRC,Blockbuster Night Pt. 1,Run The Jewels 2,2014-10-27,45,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
0C0OKMDnOvUyccUmwZO8AW,Run The Jewels,Run The Jewels,2013-06-26,50,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
6Ljp2oy8zR8EhutqBdLYnt,yankee and the brave (ep. 4),RTJ4,2020-06-03,49,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
1f7eBRPgFfKPhqMU7z31yF,DON'T LET THE DEVIL (feat. thankugoodsir),MICHAEL,2023-06-16,46,"['2N4EYkIlG1kv25g6Wv8LGI', '57UnSUpae3SbRekxNa5Kgl', '64wFZ5RSArS1MwJ0N0nJhN']"
5nnXRsMNUQ4HYs1rKDQ28M,out of sight (feat. 2 Chainz),RTJ4,2020-06-03,47,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI', '17lzZA2AlOHwCwFALHttmp']"
0y1mw940RjaXJ55VXFoAbM,Call Ticketron,Run The Jewels 3,2016-12-25,47,"['4RnBFZRiMLRyZy0AzzTg2C', '57UnSUpae3SbRekxNa5Kgl', '2N4EYkIlG1kv25g6Wv8LGI']"
2w0mjsCwDP9SRRlDI77Kbq,Real Ting - Original Mix,Real Ting,2012-11-19,38,['3xpJzqE3evjd4GzQ9pcHNr']
7B2K7BhyPTa1pyqEaI4aCC,Take It Easy,Nervous Hip Hop,2009-06-22,35,['3xpJzqE3evjd4GzQ9pcHNr']
344FxXl5ilIVIe66h8oe0j,Real Ting,Real Ting,1995,35,['3xpJzqE3evjd4GzQ9pcHNr']
1qSDJsBY9Imydpo0KvHQPd,Take It Easy,Real Ting,1995,27,['3xpJzqE3evjd4GzQ9pcHNr']
0wibo1AztmjarCKs20ygMa,Nine On My Mind,Real Ting,1995,25,['3xpJzqE3evjd4GzQ9pcHNr']
0ckfyVYWUjUQk2GgGeAYnp,Crazy,Real Ting,1995,24,['3xpJzqE3evjd4GzQ9pcHNr']
4HYY0ccwGu9DL3cU08SuPI,Double Trouble,Real Ting,1995,22,['3xpJzqE3evjd4GzQ9pcHNr']
0RN1eOxJtHG2haz4ukGN68,Shoot To Kill,Real Ting,1995,19,['3xpJzqE3evjd4GzQ9pcHNr']
0BPVmSjQwAlzgyub6cnIj5,"Take It Easy feat. Funkmaster Flex & The Ghetto Celebs, Rayvon, Ricksta - Jaguar Skills Safe Sex Remix",Nervous 90's Hip Hop Revisited,2014-04-08,19,['3xpJzqE3evjd4GzQ9pcHNr']
5iqC7mQ9F1djKqCB0ZiVp6,Own Destiny,Real Ting,1995,16,['3xpJzqE3evjd4GzQ9pcHNr']
3TPvrMAd1hbPRXuHCRX0Pl,AEAO,A Giant Step,2014-07-16,63,"['4nvFFLtv7ZqoTr83387uK4', '6GEykX11lQqp92UVOQQCC7']"
1qRfAvzRIJQodWKBNFAb6C,"Smoke (Prod. Dynamicduo, Padi)",Street Woman Fighter2 (SWF2) Class Mission,2023-09-05,58,"['4nvFFLtv7ZqoTr83387uK4', '0Y2AcMPMpeuPXtPQGVvRBq']"
0SPZ7y0fJiozsuWLSAocOl,Guilty,Band Of Dynamic Brothers,2009-10-07,48,['4nvFFLtv7ZqoTr83387uK4']
0sedpruW5fiIKDyDNKa6rp,"Smoke (Prod. Dynamicduo, Padi) - Remix",Smoke (Remix),2023-11-02,46,"['4nvFFLtv7ZqoTr83387uK4', '4XpUIb8uuNlIWVKmgKZXC0', '0UntV1Bw2hk3fbRrm9eMP6', '4XDi67ZENZcbfKnvMnTYsI', '3hvinNZRzTLoREmqFiKr1b', '64k5e9kV9MdukXjFrR5R37', '2SZEuuHNzveriZr2YtUFj5']"
5HyHWMxu2qIgzOyVcqsWPf,AEAO (Sped Up),AEAO,2023-08-22,43,"['4nvFFLtv7ZqoTr83387uK4', '6GEykX11lQqp92UVOQQCC7']"
1ptWDDBSOmkvBN46IDvSlJ,AEAO (Slowed),AEAO,2023-08-22,40,"['4nvFFLtv7ZqoTr83387uK4', '6GEykX11lQqp92UVOQQCC7']"
1riVuC1J7WRgJhG5WrtXI4,"PITAPA (Feat. pH-1, JUNNY)",2 Kids On The Block - Part.3,2024-03-28,38,"['4nvFFLtv7ZqoTr83387uK4', '2u7CP5T30c8ctenzXgEV1W', '0lgENJQUkqkDbpsTYEayOr']"
02g8j2wRYsBxiZdbtWf7AL,Go Back (Feat. Jung In),Double Dynamite,2005-10-26,36,"['4nvFFLtv7ZqoTr83387uK4', '0CO7rEbHBtpqgY9QPYJgPM']"
4fZ58ecnOuFFkP4DcOicvt,Hemi's Room (Feat. OHHYUK),OFF DUTY,2019-11-26,33,"['4nvFFLtv7ZqoTr83387uK4', '68TCVp5t1Dxi2TvNuYoYK0']"
3YGSzYH6RBrT38iObc3w8q,You,You,2020-01-23,34,"['4nvFFLtv7ZqoTr83387uK4', '0UEP2XBR9aC5NBKcAKnBIq']"
3ZaEs1O8BG581qYPHpQ8d6,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),2023-08-18,84,"['13ubrt8QOOCPljQ2FL1Kca', '6Xb4ezwoAQC4516kI89nWz', '5vSQUyT33qxr1xAX2Tkf3A']"
2aPTvyE09vUCRwVvj0I8WK,Sundress,Sundress,2018-11-20,82,['13ubrt8QOOCPljQ2FL1Kca']
