track_id,track_name,album_id,album_name,artist_id,artist_name,duration_ms,preview_url,release_year,lyrics
0F60WLPs6Oz2slHomvLt9U,We Good,7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,125000,,2024,"EA 2
EA 2
Woah
Yeah, new contract, I read mines (Huh?)
They said I was lost (Huh?)

They thought I was a dead guy (Yes)

I was on that NOS (Lil Uzi)

Smallest car was a Redeye (Skrrt)

Smokin' gas, don't cough

But it gave me the red eyes (Woah)

Yeah, new contract, I read mines (Huh?)

They said I was lost (Huh?)

They thought I was a dead guy (Yes)

I was on that NOS (Lil Uzi)

Smallest car was a Redeye (Skrrt)

Smokin' gas, don't cough

But it gave me the red eyes (Woah)



Alright, alright, alright, I swear everything's alright

Everybody thought I was leanin', I was really triple beanin'

All white, all white, all white, but I'm really still the demon

She tryna show off for Uzi, that's for sure

I don't share my drop, but she still got my lo'

Can't you tell I'm in that mode? Can't you tell I'm in that mode? Yeah, yeah

Bitch, I'm here to stay, that's the way it's gonna go

Your bitch called my phone just the other day (The other day)

Told 'em I'ma eat out just like ándale (Just like ándale)

Takin' all these drugs, I got funny face (I got funny face)

Mama text my phone, ask me, ""You okay?"" (I'm good, ma)

Mama, swear we good, hundred on the way (We good, ma, woah)



Yeah, new contract, I read mines (Huh?)

They said I was lost (Huh?)

They thought I was a dead guy (Yes)

I was on that NOS (Lil Uzi)

Smallest car was a Redeye (Skrrt)

Smokin' gas, don't cough

But it gave me the red eyes (Woah)

Yeah, new contract, I read mines (Huh?)

They said I was lost (Huh?)

They thought I was a dead guy (Yes)

I was on that NOS (Lil Uzi)

Smallest car was a Redeye (Skrrt)

Smokin' gas, don't cough

But it gave me the red eyes (Woah)



Your bitch called my phone just the other day (The other day)

Told 'em I'ma eat out just like ándale (Just like ándale)

Takin' all these drugs, I got funny face (I got funny face)

Mama text my phone, ask me, ""You okay?"" (I'm good, ma)

Mama, swear we good, hundred on the way (We good, ma)"
3NE6g9h77FZbQqCLzUpGRt,Light Year (Practice),7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,164366,,2024,"I like real ratchet bitches (Keep goin')
I mean real ratchet bitches (Brr, keep goin')
I see all these girls and they lookin' so thick (Keep goin')
But I got real racks to get (Real racks to get, I ain't worried 'bout them)
Rick Owen match the bed, yes, I sleep in designer
Eatin' my cereal with ice-ice diamonds, so when I'm eatin' breakfast, I'm shinin' (Yeah)

Tony Hawk, Lil Uzi be grindin'

Diamonds, they pissy and Issey Raf Simons

I'ma be litty, I'll wait 'til I'm fifty

No, matter fact, sixty, she tryna get with me

She suckin' Daytona, and every time that she go deep throat, it feel like the hemi (Feel like hemi)

At the least, it's a burst, I don't do no semi

Like I don't think a purse could hold all these new bands (Let's go)

Like racks look so dumb in my pants

I got so much like I need a suitcase, like

I'm the type of nigga beat my case and the motherfuckin' judge never saw my face

Look at them now

Know it's some niggas that think I'm a clown

That's cool, this money can, um, get you down

Bitch, we in Philly with three thousand rounds

Nobody want smoke, we got beef out of town

Niggas be like, ""Why you always out of town?""

Shit, I'm on the jet with this pound

(Universe slide in the 250, listen for a jet, jet feel like a plane)



Okay, let's talk 'bout the pape'

I got all types of cake, I made three M's off eighths

Made like fifty off hit, and I'm still on my shit, and I'm rich, no debate

Pardon my Wraith, I mean this is a spaceship

My girl lookin' good, always think of you lesser

In my bedroom and my eyes'll undress her

Her head on the dresser like, ""Damn, girl, you sexy""

Shout out my Patek, my Patek my bestie

Been ballin' so long, I swear I need an ESPY

Diamond my neck, yeah, that shit like Wayne Gretzky

Now he got the switch, but he used to watch Jessie

Disney Channel, that nigga be catchy

I'm catchy too, but I watched Ed, Edd n Eddy

Need to stretch all these fake-ass niggas 'cause they fetty

I ain't gon' lie, I don't think that they ready



I don't think that they ready, I don't think that they ready

I don't think that they ready, I don't think that they ready (Woah)

Think that they ready, I don't think that they ready

I don't think that they ready, I don't think that they ready

I don't think that they ready, I don't think that they ready

I don't think that they ready, I don't think that they ready

Think that they ready, I don't think that they ready

I don't think that they ready, I don't think that they ready



I got the fan on me just like I'm Jake (Huh?), money all over the place

Diamonds cleansin' your face just like up, like ovation

No, I never fucked your bitch, I'm just smashin' her face

I got glass on the bezel, got glass on the face

But it came like this, it's a factory date

These niggas pussy, they soft like a chafer

Irritatin' that bitch, you so aggravatin'

Fuck you thought, that I lost?

I'm swaggin', I'm awesome, I'm saucy, my brain, I lost it

Just like Randy, put my arm out, I'm awesome

Put a hole in the nigga like a dolphin

I told my big bro we ain't takin' losses

I got some secret money in the coffin

Smokin' the Candy Shop, it got me coughin'

Bitch, it's so hot like I turned on defroster

I'm fresh off the nitrous, ain't mess up a bit-it

How you say that I'm soft when I'm always revealin' you?

Got sixteen hoes, yeah, guess who's the villain now?

He call sixteen hoes, shit, I guess he a dunzo

Now she be on two drums, on your bongo

Smoke so much, I don't know where my lungs go

Stand on my money, I'm tall as Mutombo

Come to my block, yeah, it look like a gunshow

Trap out apartments, it's only a front door

Puttin' on for my block 'fore I could leave, fronto

Put my arms in my hoodie, this shit look like a puncho

If I stand on the money, then I'm tall like Huncho

Look, I ain't tryna tussle, end of discussion

My shooter with me got bodies like he Russian

Fast money, slow money, I don't care, I ain't rushin'

My block hot, this shit like an oven

This shit like an oven, this shit, it be bustin'

I ain't Hollywood, do some shit for my cousin (Yeah)

That's what I'm posed to, but that shit wasn't nothin'

I just got a nigga hit for like four or five hundred

I just came from the A with like four or five buttons

(Eternal Atake 2)"
6hu1bJBNMeXIepHr1joKW4,Meteor Man,7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,227569,,2024,"Tell 'em don't call my phone (Phone), call my phone, yeah (Hello?)
I don't even need these hoes (Woah), leave me 'lone (Woah)
Since I was in Comme, yeah, yeah, I wear Comme, yeah, huh
Comme des Garçons, hmm, yeah, your bitch in my home, yeah, huh
She give me dome, huh, she give me head like a comb (Huh, yeah)
She give me dome, huh, she give me head like a comb (Huh, ayy)

She give me dome, huh, she give me head like a comb (Hah, what?)

She give me dome, huh, she give me head like a comb (Let's go)

Yeah, yeah, swag, yeah, swag, yeah, swag, yeah (Swag, swag)

Yeah, yeah, yeah

Yeah, yeah, yeah (Let's go, let's go, let's go)

Coupe and this bitch out of roof (Roof)

Bitch tryna fuck off the boot (Boot)

She out of Baltimore cute (Cute)

She got that Baltimore tooth (Yeah)

Diamonds, they hit like Ray Lewis (Yeah)

All of my Baltimore screws (Yeah)

Water on me and my shoes (Yeah)

Just like a portable hoop (Yeah)

I flew your ho out, yeah, she was a portable (Yeah)

I flew your ho out 'cause she was affordable (Yeah)

Pussy so wet like Adult Swim, she gave me more of it

I told her oral



This is an aura, this is an aura

This is an aura, this is an aura

This is an aura, this is an aura

This is an aura, this is an aura

This is an aura, this is an aura

This is an aura, this is an aura



Don't like me, don't give a fuck (Yeah)

Your bitch out here still gettin' fucked (Too bad)

It's the aura, his money shorter

Active, boy, is the question rhetorical?

Pull up in Hellcat, Ace Ventura (Yeah, yeah)

If it's beef, turn a nigga to a porter

Saw LB, it's nothin' but the water

She what I need, she love my daughter

And she twenty-three, so she under a quarter

I make hits, them songs for hits

I don't give a fuck 'bout a hit, suck my dick

I got hoes in the back of the whip

I got hoes in the front of the whip

I got hoes on some Blood shit

I got hoes that hold my grip

I got hoes, they don' talk 'bout shit

I got hoes that be on counterfeit

I got hoes on scammin' shit

Some of my hoes pop Xans and shit (Yeah)

Shit, that pussy got drip on lip (On lip)

After I fuck, then a nigga gotta dip (Gotta dip)

Tryna get me touched, then a nigga gettin' dipped (Get dipped)

Give 'em less money 'cause the bag gon' flip (Gon' flip)

I got hoes on scammin' shit (Shit)

Some of my hoes pop Xans and shit (Shit)

Shit, that pussy got drip on lip (Let's go)

After I fuck, then a nigga gotta dip

Tryna get me touched, then a nigga gettin' dipped

Give 'em less money 'cause the bag gon' flip (Gon' flip)

I'll get a girl real Rick (Yeah)

Rick Owen jeans and shit, yeah

Yeah, them bitches real real Rick, yeah (Woah)

(Yeah, them bitches real real Rick, yeah)



This is an aura, this is an aura

This is an aura, this is an aura

This is an aura, this is an aura

This is an aura, this is an aura

This is an aura, this is an aura

This is an aura, this is an aura, yeah

Yeah, them bitches real real Rick, yeah (Let's go)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Woah)



Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)

Yeah, them bitches real real Rick, yeah (Yeah)"
5L5GwmHf7R1zK4APVerRFL,Paars In The Mars,7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,180022,,2024,"Yo, let's get it
I get high, high, high, high, ride with my thots (Yeah)
I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock' (Let's go)
I get high, high, high, high, ride with my thots (Whatever that she gon' need, yeah, yeah, she get shit for cheap)
I get high, high, high, high, ride with my thots (These fuck niggas weak, yeah, yeah, she tryna die for me)

I get high, high, high, high (Bitch, I'm high, yeah)



(Promethazine got me, no hope)

Bitch, I'm turnt, like yeah (That codeine, it got me, no hope)

Bitch, I'm high like yeah

Huh, bitch, I'm turnt, like yeah

Huh, bitch, I'm geeked, like yeah

Huh, bitch, I'm turnt, like yeah

Huh, bitch, I'm high, like yeah

Mexican, Latino, yeah, she like the Taki (Bitch, I'm— Bitch, I'm— Bitch, I'm—)

Got that cash in this bitch, bitch, I'm swagged out, for sure

Been had swag for sure, huh

Probably that tic-tac-toe (Let's go)

Pop X, tic-tac-toe, huh (Let's go)

Smoke O's, tic-tac-toe, huh (Let's go)

Nigga wanna fuck my ho

Nigga get Peter Rolled (Yeah)

I don't even need a ho

Nothing but them C-notes, ho

I don't give a fuck 'bout no rappers (Woah), I don't give a fuck what y'all on (Let's get high like, yeah)

Shit, I'm high as fuck, huh, and I'm smokin' strong (Yeah, yeah)

And I'm geeked up like Lo, huh

Mama ain't raised no ho, huh

Plus, my mama [?] (Let's get turnt like, yeah)

Shit, my family good

Set my mama good (Mama)

And grandmama good (Grandmama)

Ain't seen my auntie in a while but we misunderstood (Selena, yeah)

I'm so high off medications, I can't stand it (I'm geeked)

I just saw the reaper like I'm Billy, Mandy (Yeah)

I'm too geeked up off a P, swear I'm antsy (Yeah)

That's why I'm got leavel-headed, I popped a Xanny



I get high, high, high, high, ride with my thots (Yeah, let's go)

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock' (Woo, woo, woo, woo, lets go)

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock' (Woo, woo, no Tris)

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock' (Woo, woo)

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock' (Woo, like this)

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock'

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock'

Yo, let's get it

I get high, high, high, high, ride with my thots (Yeah)

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock' (Woah, let's go)

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock'

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock'

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock' (No Tris)

I sip Wock', Wock', Wock', Wock', Wock', Wock', Wock', Wock'

I sip Wock', Wock' (Mom)



I do drugs so I up that [?], yeah, it bite to me, yeah (Huh, huh, huh, huh)

This that Uzi Vert, that UFO, lil' I.G.P., yeah (Huh, huh, huh, huh, huh, huh, huh, yeah)

You pop Tesla, I pop G6, that ain't bite to me, ayy, yeah

I don't give a fuck how rich I be, I still drop [?] (Ten racks)

Black people love me like Mike Jack, B, I'll get you dropped for a fee, yeah

Mopar need to get Olympics, this is a track meet, yeah

Straight from Newark, yeah, yay, shit get tried for a G

Skateboard, nigga, zoom, yeah, she tryna grind for me



(The gas one, the gas one)"
7KGqSVxESDoLeeRCiIxZZ2,The Rush (feat. Big Time Rush),7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,"Lil Uzi Vert, Big Time Rush",186781,,2024,"Hey, hey, you're not Big Time Rush
Dude, you're not Big Time Rush
We're Big Time Rush
We're Big Time Rush
Lil Uzi
Woo, woo, woo

Woo, woo, woo

Woo, woo (Let's go)

Woo (Yeah)



I get fried, I'm high, huh

Your bitch tryna fuck (Yeah)

I got so much cash (Damn)

Lil Uzi been up (Yeah)

Ten, ten, ten, ten, ten, yeah (Ten, ten)

I feel like Ben 10, yeah

Ben 10, 10, Tennyson, yeah

Got a Richie on my wrist, yeah

Bet your youngest bitch, yeah

Get some-some this lit, yeah

I got cash in this, yeah

I got cash in this bitch, yeah

Look at my passing, bitch, yeah

I still wear that Rick, yeah

Diamonds gon' glow on my wrist, yeah

(Woo) Huh? (Yeah)

Yves Saint Laurent hold a zip, yeah

Bitch, I'm a king like I'm Tip, yeah

Bitches, they know that I'm him, yeah

Don't ever say I'm a fan, yeah

Just like brûlée, make her crème, yeah

How your ID with no pin? Yeah

Shout out to Baby 16, yeah

They always be rockin' with me, yeah

Yeah, yeah



All of these bitches for us

Gustavo in my blunt (Wow)

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Woo, woo (Yeah, yeah)

Bitch, I'm Big Time Rush (Yeah, yeah)

Bitch, I'm Big Time Rush (Yeah, yeah)

Bitch, I'm Big Time Rush (Yeah, yeah)



Yeah, yeah

Yeah, yeah

Yeah, yeah

Woo, huh? (Woo)

Woah



I get fried, I'm high, huh

Your bitch tryna fuck (Yeah)

I got so much cash (Damn)

Lil Uzi been up (Yeah)

Ten, ten, ten, ten, ten, yeah (Ten, ten)

I feel like Ben 10, yeah

Ben 10, 10, Tennyson, yeah

Got a Richie on my wrist, yeah

Bet your youngest bitch, yeah

Get some-some this lit, yeah

I got cash in this, yeah

I got cash in this bitch, yeah

Look at my passions, bitch, yeah

I still wear that Rick, yeah

Diamonds on both of my wrists, yeah

I'ma rip out the tee (Huh?)

Yves Saint Laurent hold a zip, yeah

Bitch, I'm a king like I'm Tip, yeah

Bitches, they know that I'm him, yeah

Don't ever say I'm a fan, yeah

Just like brûlée, make her crème, yeah

How your ID with no pin? Yeah

Shout out to Baby 16, yeah

They always be rockin' with me, yeah

Yeah, yeah



All of these bitches for us (Yeah)

Gustavo in my blunt (Yeah)

Bitch, I'm Big Time Rush (Yeah)

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Bitch, I'm Big Time Rush, yeah

Woo



Wait, wait, wait-wait-wait

What's this?

What's this?

What is this?"
1197AvSs0lMg5kNIGaeENm,Not An Option,7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,150895,,2024,"Who ain't got guap? Stop it (Stop it)
Anythin' I want, yeah, I cop it (Cop it)
Told my bitch, 'It's not an option' (Yeah)
All of my whips, they got option (Yeah, yeah)
This ain't even new, stop it (Stop it)
She ride on the dick, do it sloppy

She say all of these boys copy

I look at her like I'm shocked, yeah

(Woah, woah)



Got a burst on vert, need a vert with the big rims (Woah, woah)

Got a burst on vert, need a vert with the big rims (Woah, woah)

(Woah, woah, woah, yeah, yeah, yeah, ha)

(Yeah, yeah, yeah)



(Woah) Been countin' dog shit since 2016, can't you tell? I can count it with ease

I don't do good with cheese, do it worst like Veeze

Count dog like fleas, got hoes, P's

Fuck them hoes, get guap, that's real shit

Anywhere I go, yeah, you know I got a big knit

I can spot a hater with this motherfuckin' 6.6

Got a burst on Vert in a 'vert with the big rims

(Woah) Been countin' dog shit since 2016, can't you tell? I can count it with ease

I don't do good with cheese, do it worst like Veeze

Count dog like fleas, got hoes, P's

Fuck them hoes, get guap, that's real shit

Anywhere I go, yeah, you know I got a big knit

I can spot a hater with this motherfuckin' 6.6

Got a burst on Vert in a 'vert with the big rims (Huh?)



Who ain't got guap? Stop it (Stop it)

Anything I want, yeah, I cop it (Cop it)

Told my bitch, 'It's not an option' (Yeah)

All of my whips, they got option (Yeah, yeah)

This ain't even new, stop it (Stop it)

She ride on the dick, do it sloppy

She say all of these boys copy

I look at her like I'm shocked (Yeah)

Who ain't got guap? Stop it (Stop it)

Anything I want, yeah, I cop it (Cop it)

Told my bitch, 'It's not an option' (Yeah)

All of my whips, they got option (Yeah, yeah)

This ain't even new, stop it (Stop it)

She ride on the dick, do it sloppy (Woah)

She say all of these boys copy (Huh)

I look at her like I'm shocked (Yeah)



Tell me now, what's the deposit? To this shit that I just, um, deposited

Tell me now, what's a deposit? To this shit that I just like an hour

Shoutout my fans, yeah, me and my haters be friends, yeah

Walk around, hold my pants up 'cause I got too much bands, yeah

All white like dandruff (Huh?), yes, I make anthems (Woah)

She lettin' me hit before I slip, I use my damn thumb, shit

Bro poured a six, made look like Tris', he slammed a Fanta

I don't give a fuck what you say about me, I'm banned up (Ayy)



Huh? What? Ayy, yeah

It's Lil Uzi Vert



Who ain't got guap? Stop it (Stop it)

Anything I want, yeah, I cop it (Cop it)

Told my bitch, 'It's not an option' (Yeah)

All of my whips, they got option (Yeah, yeah)

This ain't even new, stop it (Stop it)

She ride on the dick, do it sloppy (Woah)

She say all of these boys copy (Huh)

I look at her like I'm shocked (Yeah)



For real, they do?

Nuh-uh'"
06iup3YJ4EsnkSxyQKFfNk,She Stank,7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,125810,,2024,"Wa-da-da-dang, wa-da-da-da-dang
Listen to my 9 millimeter go bang
Wa-da-da-dang, wa-da-da-da-dang
Listen to my 9 millimeter go bang
Yeah, what? (What?)

'Cause she stank

Yeah, 'cause she stank

Yeah, 'cause she stank

I ain't fuck his bitch, uh, 'cause she stank

Yeah, huh? 'Cause she stank

Huh, what? 'Cause she stank

Yeah, I ain't fuck his bitch, uh, 'cause she stank

Yeah, huh? What the fuck you think?



Yeah, check my move, huh, yeah, check my move (Yeah)

Yeah, check my move, huh, yeah, check my move (Yeah)

Yeah, check my move, yeah, check my move

Yeah, check my move, yeah, check my move (What?)



I pop two, huh, yeah, check my move

Yeah, I go zoom, huh, yeah, this ain't new

Yeah, I'm Lil Uzi, yeah, I can't lose

Yeah, fuck what they say, I can never go bankrupt

Niggas frauds like insurance

Yeah, she wanna pull up in that foreign (That foreign)

Yeah, and she know that I'm so gothic (I'm gothic)

Piercings all on me, but I cannot do no Prince Albert

All my diamonds racist, but my baby, yeah, she dark skin

Pull up in that spaceship, man, I race it 'cause it foreign

Yeah (Yeah, yeah), everything I got is foreign

All these keys on me, I came a long way from walkin'

Yeah, I swear I'm so geeked and I ain't never get exhausted

Bitch, I'm on ten days, and I can make ten plays



'Cause she stank

Yeah, 'cause she stank

Yeah, 'cause she stank

I ain't fuck his bitch, uh, 'cause she stank"
4YLizxRQsTqqnvzzYq2VaE,Mr Chow,7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,177273,,2024,"Bitch, I'm back outside and I'm gon' flex the check (What? Yeah)
She a lil' thot, she tryna flex the neck (Yeah, woah)
If I show my watch, I'ma flex the 'Tek (The 'Tek, Patek)
Shawty, she a bop, knots get her extra wet (Yeah)
Bitch, I'm back outside and I'm gon' flex the check (What? Lil Uzi, yeah)
She a lil' thot, she tryna flex the neck (Yeah, woah)

If I show my watch, I'ma flex the 'Tek (Patek)

Shawty, she a bop, knots get her extra wet (Yeah)



They said, ""Turn that down,"" I can't 'cause I be smokin' loud

I been runnin' wild (Wild), since I was a child (Child)

Somewhere geeked up on a cloud (Cloud)

All these girls in the crowd (Crowd, woah)

They throw they panties in a pile (Pile)

I hit her once and say, ""Ciao"" (Bye)

She say that she like my style (Yeah)

When I hit my dance, it make her smile (Smile)

I got millions in a file (File)

I feel like Leslie Chow (Yeah)

We got some hoes, we callin' 'em, bitch, I'm the goers (The goers)

These youngins went older, I still got a watch on my shoulder



Bitch, I'm back outside and I'm gon' flex the check (What? Yeah)

She a lil' thot, she tryna flex the neck (Yeah, woah)

If I show my watch, I'ma flex the 'Tek (The 'Tek, Patek)

Shawty, she a bop, knots get her extra wet (Yeah)

Bitch, I'm back outside and I'm gon' flex the check (What? Lil Uzi, yeah)

She a lil' thot, she tryna flex the neck (Yeah, woah)

If I show my watch, I'ma flex the 'Tek (Patek)

Shawty, she a bop, knots get her extra wet (Yeah)



""Uzi, what you doing?"" I'm just fallin' back

Stacking up the bands 'til the bands collapse, uh, yeah

All this ice on me could start an avalanche

All of my draws (Yeah), they come with a stamp

Your trap, it be dry, and my trap, it be damp

Me and my niggas stay in that bitch like a camp (Camp)

Ever since you was high school, I'm lit like a lamp

I be forgettin' my time zones (Yeah)

I'm on the K with the X and I flex

I must admit that I'm gone (Gone)

Most of these niggas be hatin' don't know me

I need some skates, all this ice like a goalie

Niggas watchin' like they really the police

You really got show me, I really go on this (Yes, sir)



Bitch, I'm back outside and I'm gon' flex the check (What? Yeah)

She a lil' thot, she tryna flex the neck (Yeah, woah)

If I show my watch, I'ma flex the 'Tek (The 'Tek, Patek)

Shawty, she a bop, knots get her extra wet (Yeah)

Bitch, I'm back outside and I'm gon' flex the check (What? Lil Uzi, yeah)

She a lil' thot, she tryna flex the neck (Yeah, woah)

If I show my watch, I'ma flex the 'Tek (Patek)

Shawty, she a bop, knots get her extra wet (Yeah)"
6f1DJYPjsyIwMD4g1h3fIK,Lyft Em Up,7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,164594,,2024,"Yeah
Yeah
I'm runnin' through shit, yeah, yeah
I'm runnin' through shit like I'm not even really tryna make a hit
Most of these niggas, they talk out they lip 'til you pull up right there with the fully, the fully

I never go less than forty my wrist

I never go less than .40 my hip

I never go less than thirty my stick

I treat the Maybach truck like it's a Lyft

Please don't get lifted



Please don't get lifted (Woah)

Please don't get lifted (Yeah)

Please don't get lifted (Huh?)

Please don't get lifted (Woah)

Please don't get lifted (Yeah)

Please don't get lifted

At the least, thirty right there in my clip

I treat the Maybach truck like it's a Lyft



Please don't get lifted

Please don't get lifted

Bro spun the opps so much, yeah, they don't exist

We got the V on the tech, yeah, spin out the Honda, it drift (Skrrt)

She thought I really wasn't on shit, thought I ain't know how to bip

Most of these niggas, they think that I'm feminine 'cause I just walk with a switch (Grr, grr)

You see my pockets? Bitch, they fat, the opposite of Ozempic

Lil Uzi Vert, yeah, you know I still be in them trenches (Yeah)

You would think Lil Ho my lil' cousin way I got all this lululemon (Woah)

That's for my niggas that be motherfuckin' spinnin', check on his head and it's pendin' (Phew)

Yeah, .223 barrel be spinnin' (Yeah), split his head, sour like lemon

Huh? What? I'm on a mission, I ain't been this lit in a minute (Huh? What?)

I ain't been this rich in a minute, band for band, I go digit for digit (Yeah)

Yeah, he was a bitch, now he in a zip (Yeah)

Damn, we ran out of—, now he don't exist

Bro got a ruler (Ruler), the end of his stick

Jumped in the Uber (Uber), he should've got a Lyft (Woah)



Please don't get lifted (Woah)

Please don't get lifted (Yeah)

Please don't get lifted (Huh?)

Please don't get lifted (Woah)

Please don't get lifted (Yeah)

Please don't get lifted

At the least, thirty right there in my clip

I treat the Maybach truck like it's a Lyft (Woah)



I'm not the shooter, got mine for protection

I turn to the shooter if he keep deflection

She was givin' me necklace, I'm missin' my exit (Dang)

She was doin' her bestest, I know that she restless (Woah)

I'm not the shooter, got mine for protection

I turn to the shooter if he keep deflection

She was givin' me necklace, I'm missin' my exit (Dang)

She was doin' her bestest, I know that she restless



(Please don't get lifted, woah)

Lil Uzi (Please don't get lifted, yeah)

Don't forget a nigga one of the fuckin' greatest ever (Please don't get lifted, huh?)

(Please don't get lifted, woah)

Tehe, yeah (Please don't get lifted, yeah)

Huh? What? Huh? (Please don't get lifted)

(Please don't get lifted, woah)

Uzi (Please don't get lifted)"
74uSrR3QA8YlnbAf6h5lyx,Chips and Dip,7awBKnBq0qRLNyD5lI47R0,Eternal Atake 2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,166886,,2024,"How the fuck he my enemy and his main car is a '63?
How the fuck he my enemy and his main car is a '63? (Huh?)
And I heard that that bitch a lease and your main broad drive a Mitsubishi (Yeah)
Lil Uzi Vert, I'm applyin' pressure (Yeah)
Kit on the Glock got a five vector (Brrah)
I'm that nigga 'round in my sector

She gave me brain, I went to the— (Lil Uzi, ah)

Huh? Lil Uzi (Yeah)

Ha, Lil Uzi (Ah)

Rockstar, rockstar (Lil Uzi Vert, ah)

Yeah (Lil Uzi, rock)



Bitch, my money straight like some fuckin' braces

I be in the cut like like some fuckin' waves (Yeah)

If she not with me, then she fuckin' played (Yeah)

Get the chips and then I dip like some fuckin' Lays (Chips and then I dip)



How the fuck he my enemy and his main car is a '63? (Huh?)

And I heard that that bitch a lease and your main broad drive a Mitsubishi (Huh?)

Lil Uzi Vert, I'm applyin' pressure (Yeah)

Kit on the Glock, got a five vector (Yeah)

I'm that nigga 'round in my sector

She gave me brain all way to the lecture (Woah)

Millions of bands, reload it, I did on my doly

Cheese in my pockets, stromboli (Woah, yeah)

She get on top and she show me, she blow me

This bitch get so super domey (Huh?)

Cash stick out of my pants, I swear I'm reloadin'

I go to bed in a Rollie

Wake up, I jump in my Lamb' and I'm smashin', I go outside in the Patek

Millions of bands, reload it, I did on my doly

Cheese in my pockets, stromboli (Yeah)

She get on top and she show me, she blow me (Yeah)

This bitch get so super domey (Yeah)

Cash stick out of my pants, I swear I'm reloadin'

I go to bed in a Rollie

Wake up, I jump in my Lamb' and I'm smashin', I go outside in the Patek

I'm not pappin', you be drawn, this my Philly accent

Pockets strong like some arms, look like Bobby Lashley

Speaking of strong, I smoke loud, I am never absent

Put that Glock inside of my purse, this bitch hold attachments

All-white like I'm Mr. Clean, yellow diamond look like SunnyD

How the fuck he my enemy and his main car is a '63? (Huh?)

And I heard that that bitch a lease and your main broad drive a Mitsubishi (Huh?)

Lil Uzi Vert, I'm applyin' pressure (Yeah)

Kit on the Glock, got a five vector (Yeah)

I'm that nigga 'round in my sector

She gave me brain all way to the lecture (Woah)

Millions of bands, reload it, I did on my doly

Cheese in my pockets, stromboli (Yeah, yeah)

She get on top and she show me, she blow me

This bitch get so super domey (Yeah)

Cash stick out of my pants, I swear I'm reloadin'

I go to bed in a Rollie



Bitch, my money straight like some fuckin' braces (Yeah)

I be in the cut like like some fuckin' waves (Yeah, yeah, yeah)

If she not with me then she fuckin' played (Yeah)

Get the chips and then I dip like some fuckin' Lays (Get the chips and then I dip)



Grrah

Uh-uh

Yeah, yeah, yeah, yeah, Lil Uzi"
