track_id,track_name,album_id,album_name,artist_id,artist_name,duration_ms,preview_url,release_year,lyrics
7p2ewixAShLpjDZrnzZK7c,Get Up 10,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,Cardi B,231453,,2018,"They gave a bitch two options: stripping or lose
Used to dance in a club right across from my school
I said ""dance"" not ""fuck"", don't get it confused
Had to set the record straight 'cause bitches love to assume
Mama couldn't give it to me, had to get in Sue's
Lord only knows how I got in them shoes

I was covered in dollars, now I'm dripping in jewels

A bitch play with my money? Might as well spit in my food

Bitches hated my guts, now they swear we was cool

Went from making tuna sandwiches to making the news

I started speaking my mind and tripled my views

Real bitch, only thing fake is the boobs

Get money, go hard, you're motherfucking right

Never been no fraud in my motherfucking life

Get money, go hard, damn fucking right

Stunt on these bitches out of motherfucking spite

Ain't no running up on me, went from nothing to glory

I ain't telling ya to do it, I'm just telling my story

I don't hang with these bitches 'cause these bitches be corny

And I got enough bras, ya ain't gotta support me

I went from rag to riches, went from way too lit, nigga

Only person in my fam to see six figures

The pressure on your shoulders feel like boulders

When you gotta make sure that everybody straight

Bitches stab you in your back while they smiling in your face

Talking crazy on your name, trying not to catch a case

I waited my whole life just to shit on niggas

Climb to the top floor so I can spit on niggas

Said ""I was just trying to chill and make bangers""

Tell all these old bitches they in danger

The thing on my hip whip bitches in to shape

That's what I call a fucking waist trainer

You gon' run up on who and do what?

I think ya got your story screwed up

I came here to ball, is you nuts?

I don't want your punk-ass man, I'm too tough

I'm the one that's killing shit, hands down

If you got a problem with me, say it now

'Cause I don't wanna hear no sneak dissing

'Specially not from one you weak bitches

I'm on the go like I don't see no stop lights

I'm stepping out every day, prom night

So if it's all love, show me love then

'Cause you hating on a bitch, that's what it sounds like

Beast mode, that's how I give it up, nigga

Hoodie low, that's how I'm pulling up

Just 'cause I been on the road, don't mean I been on the run

And you gon' have to learn to hold your tongue or hold the gun

And we all know you ain't that tight

I smack you and the bitch that you act like

I started getting money, bitches upset

They remind me of my pussy, bitches mad tight

Nails done, hair lit, keep them both laced

Come through shinning with them Rollies bust face

Headshot, headshot, tell 'em closed case

Ain't no bitches spittin' like this since 08'

I don't trust no nigga, I don't feel no bitch

Whole life been through some fucked up shit

They say I'm too that, oh, I'm too this

When you seen what I've seen, you end up like this

I walked into the label, ""where the check at?""

Cardi B on the charts, you can expect that

Where that bitch that was claiming she a threat?

I'ma put a Louboutin where her neck at

They say, I'm too ratchet

They say, I act wild

I'm Chyna wit' the porn

Like a bad ass child

They caught me slippin' once, tell 'em try that now

Cardi B, know it's me

Hear that ""blap"" sound (Blap!)



Man, I said we gon' win

Knock me down nine times, but I get up ten

Look myself in the mirror, I say we gon' win

Knock me down nine times, but I get up ten

Look myself in the mirror, I say we gon' win

Knock me down nine times, but I get up ten

Yeah, but I get up ten

Knock me down nine times, but I get up ten

Bitch



I'ma make a fuck nigga feel me

Said I'ma do a broke bitch filthy

I'ma make a fuck nigga feel me

I'ma do a broke bitch filthy



We gon' win

Knock me down nine times, but I get up ten

Yeah

I said we gon' win

Knock me down nine times, but I get up ten

Bitch!"
2qcG0nZ6S3zZV0UrkY5nFo,Drip (feat. Migos),4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,"Cardi B, Migos",262308,,2018,"That boy Cass!
Cardi!
Non-stop
Came through drippin' (drip drip)
Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)



Give me little something to remember (Cardi!)

Tryna make love in a Sprinter (yeah)

Quick to drop a nigga like Kimbo (go)

Lookin' like a right swipe on Tinder (woo)

Shit on these hoes (shit)

Light up my wrist on these hoes (wrist)

Now I look down on these bitches (down)

I feel like I'm on stilts on these hoes (woo)

Fuck ya' baby daddy right now (right now)

Anna Mae, got cake by the pound (pound)

Go down, eat it up, don't drown

Mac n' cheese in the bowl, how it sound? (sound)

I got that gushy

Yeah that's a fact, but I never been pussy

I've been that bitch since pajamas with footies

Won MVP, and I'm still a rookie, like woo

I gotta work on my anger (ayy)

Might kill a bitch with my fingers (ayy)

I gotta stay outta Gucci (woo)

I'm finna run outta hangers (woo)

Is she a stripper, a rapper or a singer?

I'm busting racks in a Bentley Bentayga

Ride through your hood like ""Bitch, I'm the mayor!""

You not my bitch, then bitch you are done



Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)



Bitch you a thot, ain't trickin' (thot, thot)

Put her on her knee, make her lick it (lick it)

Patek on my wrist, and it's glistenin' (drip, drip)

The bitch got mad, I dissed her (hey)



Shawty, you ain't nothin' to a rich nigga (nothin')

I'll put a check on a bitch nigga (brrt)

Fuck your whole set and your clique, nigga (fuck 'em)

Got a gang full of dud and some broke niggas (dud)

Diamonds on me, what's the price? (price)

I'm not gettin' involved with the hype (hype)

I'm too rich to get into a fight (too rich)

50 racks got my jeans fittin' tight (50 racks)

Pay the price and them boys come and wipe ya' (wipe ya')

We had to dispose of the diaper (dispose)

Yeah we trap every week, every night (woah)

Word my move, we too smooth, no indictments (hey)

Yeah, freakazoid lightning (lightning)

57 90 in this Breitling (Breit')

When I got a mil I got excited (million)

For the cash I'ma turn to Michael Myers

Baguettes keep dripping, dropping (drip)

My wrist all liquid watches (watch)

Told the bitch ""Jump on my dick and pop it"" (yeah)

Get a little bitch a deposit (hey, brrt)



Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)



Bitch you a thot, ain't trickin' (thot, thot)

Put her on her knee, make her lick it (lick it)

Patek on my wrist, and it's glistenin' (drip, drip)

The bitch got mad, I dissed her (hey)



Take-Takeoff

Came through drippin' (drippin')

I ain't never slippin', I'm a pimp (pimp)

Fuckin' with a quarter million, nigga, what a feelin' (feelin')

Abort the mission, nigga, they be tellin' off and squealin' (squealin')

Splash, took a bitch to Piccadilly (splash)

Water in my ear, gave a nigga wet willy (wet willy)

Came through drippin', spillin'

Walkin' with the bag (bag)

Tryna get my niggas all a milli, stack it to the ceilin' (ceilin')

Shootin' at civilians ('villians)

I'm the one dealin', I could make a killin' (killin')

Bags, can you smell it when I Vac-seal it? (uh)

Flag, nigga, throw it up, don't care about your feelings (fuck 'em)

Ooh, what is this? What you wearin'? I be drippin' (what)

Cal Ripken's hit a nigga, Ken Griffey (uh, huh)

The bitch got thick, so I guess she ate Jiffy

When she leave with me, I'ma fly her back to the city (for sure)



Go get the bag on the day off (racks)

Got get the rings out the playoffs (rings)

Pots in the beat, it's a bake off (packs)

Fuck on her, then she get laid off (smash)

Big boy tools, Maaco (big boy)

Make a bitch dance with a draco (dance)

Walkin' with the cheese, that queso (cheese)

That's Huncho, fuck the Rodeo (Huncho)

Private jet, we don't do layover (whew)

One call, I'm having your bae over (brrt)

Walk out the spot with a makeover (woo)

Got her addicted to payola (addicted, hey)



Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Came through drippin' (drip drip)

Diamonds on my wrist, they drippin' (ice)"
17Yq72h0p15OhCbZ5lJ5gd,Bickenhead,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,Cardi B,181623,,2018,"Goes for all my nasty hoes, yeah (alright-alright, alright, alright, alright, alright)
From across the globe, woo (hol' up)
This goes for all my nasty hoes, yeah (alright-alright, alright, alright, alright, alright)
From across the globe, look, uh
Now, I said luxury apartments (wow), I'm young and I'm heartless (yeah)

There's a bitch that's in my vision, that bitch is a target (brrr)

Lawyer is a Jew, he gon' chew up all the charges

Don't matter if you fuck with me, I get money regardless (cash)



That guap, guap, get some chicken, guap, guap, get some bread

Guap, guap, get some chicken, guap, guap, get some bread

Bitch you pressed, you can flex

Get some money, ho, tell me why you stressed



Now I said hoes down, G's up (G's up)

You know how I'm rockin', but my watch is freezed up (ice)

I can't wait until they drop that Lamborghin' truck (skrrt)

I'm careful where I park it, hoes will have it keyed up

Them bitches getting beat up

Slim waist, ass fat (fat), my shit is caked up

My bad bitch at the bake (yeah), without no makeup

This that collard greens, cornbread, neck bone, back, back

Get it from my mama and you don't know where your daddy at

Knick-knack paddywhack, give a dog a bone (bone)

Put it on him, then your nigga never comin' home (home)

I'ma flex like a boy, I'm a ten, she a joy

Stupid ho, unimportant, unattractive, unemployed



Get some guap, guap, get some chicken, guap, guap, get some bread

Guap, guap, get some chicken, guap, guap, get some bread

Bitch you pressed, you can flex

Get some money, ho, tell me why you stressed, uh

Guap, guap, get some chicken



I need that cheese, shorty, show me where it's at (boy, please, whatever)

You play with me, I might pop up where you at (boy, please, whatever)

You make-believe, now with me it's only facts (boy, please, whatever)

Expensive weave, and my checks is worth some racks, uh



Yeah, pop that pussy like you and pop that pussy in the wild

Pop that pussy like poppin' pussy is goin' out of style

Pop that pussy while you work, pop that pussy up at church

Pop that pussy on the pole, pop that pussy on the stove

Make that pussy slip and slide like you from the 305

Put your tongue out in the mirror, pop that pussy while you drive

Spread them asscheeks open, make that pussy crack a smile

Let your legs run that nigga, make him give your ass a child (woo)

Gimme some neck, gimme a check, pussy so good, make a nigga invest

Get a little spit, I'm gettin' it wet, I'll get it back up, just give me a sec'

Give him some vag', I'm gettin' a bag, give him some ass, I'm gettin' some Raf

When I'm done I make him cum, but then he comin' off that cash



Get you some guap, guap, get some chicken, guap, guap, get some bread

Guap, guap, get some chicken, guap, guap, get some bread

Bitch you pressed, you can flex

Get some money, ho, tell me why you stressed, uh

Guap, guap, get some chicken



I need that cheese, shorty, show me where it's at (boy, please, whatever)

You play with me, I might pop up where you at (boy, please, whatever)

You make-believe, now with me it's only facts (boy, please, whatever)

Expensive weave, and my checks is worth some racks, uh



Alright-alright, alright, alright, alright, alright

Alright-alright, alright, alright, alright, alright

Alright-alright, alright, alright, alright, alright

Alright-alright, alright, alright, alright, alright"
6KBYefIoo7KydImq1uUQlL,Bodak Yellow,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,Cardi B,223712,,2018,"KSR
It's Cardi, ayy
Said, ""I'm the shit, they can't fuck with me if they wanted to""
Said, ""Lil bitch, you can't fuck with me if you wanted to""
These expensive, these is red bottoms, these is bloody shoes

Hit the store, I can get 'em both, I don't wanna choose

And I'm quick, cut a nigga off, so don't get comfortable, look

I don't dance now, I make money moves

Say I don't gotta dance, I make money move

If I see you and I don't speak, that means I don't fuck with you

I'm a boss, you a worker, bitch, I make bloody moves



Now she say she gon' do what to who? Let's find out and see

Cardi B, you know where I'm at, you know where I be

You in the club just to party, I'm there, I get paid a fee

I be in and out them banks so much, I know they're tired of me

Honestly, don't give a fuck 'bout who ain't fond of me

Dropped two mixtapes in six months, what bitch working as hard as me?

I don't bother with these hoes, don't let these hoes bother me

They see pictures, they say, ""Goals,"" bitch, I'm who they tryna be

Look, I might just chill in some BAPE, I might just chill with your boo

I might just feel on your babe, my pussy feel like a lake

He wanna swim with his face, I'm like, ""Okay""

I'll let him get what he want, he buy me Yves Saint Laurent

And the new whip, when I go fast as a horse, I got the trunk in the front

I'm the hottest in the street, know you prolly heard of me

Got a bag and fixed my teeth, hope you hoes know it ain't cheap

And I pay my mama bills, I ain't got no time to chill

Think these hoes be mad at me, their baby father run a bill



Said, ""Lil bitch, you can't fuck with me if you wanted to""

These expensive, these is red bottoms, these is bloody shoes

Hit the store, I can get 'em both, I don't wanna choose

And I'm quick, cut a nigga off, so don't get comfortable, look

I don't dance now, I make money moves

Say I don't gotta dance, I make money move

If I see you and I don't speak, that means I don't fuck with you

I'm a boss, you a worker, bitch, I make bloody moves





If you a pussy, you get popped, you a goofy, you a opp

Don't you come around my way, you can't hang around my block

And I just checked my accounts, turns out, I'm rich, I'm rich, I'm rich

I put my hand above my hip, I bet you dip, he dip, she dip

I say I get the money and go, this shit is hot like a stove

My pussy glitter as gold, tell that lil bitch play her role

I just a-rove in a Rolls, I just came up in a Wraith

I need to fill up the tank, no, I need to fill up the safe

I need to let all these hoes know that none of their niggas is safe

I go to dinner and steak, only the real can relate

I used to live in the P's, now it's a crib with a gate

Rollie got charms, look like Frosted Flakes

Had to let these bitches know, just in case these hoes forgot

I just run and check the mail, another check from Mona Scott



Said, ""Lil bitch, you can't fuck with me if you wanted to""

These expensive, these is red bottoms, these is bloody shoes

Hit the store, I can get 'em both, I don't wanna choose

And I'm quick, cut a nigga off, so don't get comfortable, look

I don't dance now, I make money moves

Say I don't gotta dance, I make money move

If I see you and I don't speak, that means I don't fuck with you

I'm a boss, you a worker, bitch, I make bloody moves"
2Yl4OmDby9iitgNWZPwxkd,Be Careful,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,Cardi B,210787,,2018,"Yeah
Be careful, be careful, be careful with me
Yeah, look
I wanna get married, like the Currys, Steph and Ayesha shit
But we more like Belly, Tommy and Keisha shit

Gave you TLC, you wanna creep and shit

Poured out my whole heart to a piece of shit

Man, I thought you would've learned your lesson

'Bout likin' pictures, not returnin' texts

I guess it's fine, man, I get the message, you still stutter after certain questions

You keep in contact with certain exes

Do you, though, trust me, nigga, it's cool, though

Said that you was workin', but you're out here chasin' culo

And putas, chillin' poolside, livin' two lives

I could've did what you did to me to you a few times

But if I did decide to slide, find a nigga

Fuck him, suck his dick, you would've been pissed

But that's not my M.O., I'm not that type of bitch

And karma for you is gon' be who you end up with

Don't make me sick, nigga



The only man, baby, I adore

I gave you everything, what's mine is yours

I want you to live your life of course

But I hope you get what you dyin' for

Be careful with me, do you know what you doin'?

Whose feelings that you're hurtin' and bruisin'?

You gon' gain the whole world

But is it worth the girl that you're losin'?

Be careful with me

Yeah, it's not a threat, it's a warnin'

Be careful with me

Yeah, my heart is like a package with a fragile label on it

Be careful with me



Care for me, care for me

Always said that you'd be there for me, there for me

Boy, you better treat me carefully, carefully, look



I was here before all of this

Guess you actin' out now, you got an audience

Tell me where your mind is, drop a pin, what's the coordinates?

You might have a fortune, but you lose me, you still gon' be misfortunate, nigga

Tell me, this love's got you this fucked up in the head

You want some random bitch up in your bed?

She don't even know your middle name, watch her cause she might steal your chain

You don't want someone who loves you instead? 

I guess not though

It's blatant disrespect, you nothin' like the nigga I met

Talk to me crazy and you quick to forget

You even got me trippin', you got me lookin' in the mirror different

Thinkin' I'm flawed because you inconsistent

Between a rock and a hard place, the mud and the dirt

It's gon' hurt me to hate you, but lovin' you's worse

It all stops so abrupt, we start switchin' it up

Teach me to be like you so I can not give a fuck

Free to mess with someone else, I wish these feelings could melt

Cause you don't care about a thing except your mothafuckin' self

You make me sick, nigga



The only man, baby, I adore

I gave you everything, what's mine is yours

I want you to live your life of course

But I hope you get what you dyin' for

Be careful with me, do you know what you doin'?

Whose feelings that you're hurtin' and bruisin'?

You gon' gain the whole world

But is it worth the girl that you're losin'?

Be careful with me

Yeah, it's not a threat, it's a warnin'

Be careful with me

Yeah, my heart is like a package with a fragile label on it

Be careful with me"
00B7TZ0Xawar6NZ00JFomN,Best Life (feat. Chance The Rapper),4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,"Cardi B, Chance the Rapper",284855,,2018,"I'm living my best life, yeah, yeah
I'm living my best life
Made a couple M's, you know (ah, huh)
Said I'm living my best life, said I'm living my best life
Made a couple M's with my best friends

Turned all my L's into lessons

You see the whip pulling up, it's like skrrt

Dreams filling up, I'm like skrrt

I'm living my best life

It's my birthday, at least that's what I'm dressed like



I'm like Big Pop' mixed with 2Pac, I'm like Makaveli (yeah)

You need some Little Caesar's pizza, I be Hot & Ready (woo)

Nigga, you a pussy and a rat, you like Tom & Jerry

Nigga, you ain't balling, you just talking, that's that commentary (huh)

I was in the field, man, I slaved for this (yeah)

Had to talk to God, dropped down, and prayed for this

To my surprise, He replied, said, ""You made for this""

I seen the car I wanted, then I went and paid for it, cash cash

Hit the tank, yeah, I hit the race, hit the dash dash

That's when they came for me on Twitter with the backlash

""Cardi B is so problematic"" is the hashtag

I can't believe they wanna see me lose that bad

They talking junk and they stink, these hoes mad trash

I'm giggling, can't let the devil have the last laugh

Ain't no more beefing, I'm just keeping to myself

I'm my own competition, I'm competing with myself (brrrp)



I told y'all, I said I'm living my best life (woo)

I told y'all, I said I'm living my best life (ayy)

I made a couple M's with my best friends

Turned all my L's into lessons (skrrt, skrrt)

You see the whip pulling up, it's like skrrt (like skrrt)

Dreams filling up, I'm like skrrt (like skrrt)

I'm living my best life

It's my birthday, at least that's what I'm dressed like (Chance, The Rapper)



You don't like money, I can see it your eye

You don't like winning, I can see it in your tie

Better be careful with these women

When you tricking, send it fly

She count money in her sleep and she don't ever spend the night

But she trapping and she had to make it happen for her life

Don't be mad because she having shit you had to try whole life

We had baggage on our flight, we had badges on our asses

You got passes in your life, you had gadgets on your bike

God work magic, God work magic, God work magic in my life

In that guap look like Iyanla 'cause that bag just changed my life

Hey, y'all know good and damn well I don't want no champagne

But can we please get some more champagne?

Police, no Andre, G like 'Venchy

Reach like 'Bron James, pep talk from Yoncé

'Member my hands had ash like Pompeii

Now they hold cash, won't peak like Dante



I told y'all, I said I'm living my best life

I told y'all, I said I'm living my best life (ayy)

I made a couple M's with my best friends

Turned all my L's into lessons

You see the whip pulling up, it's like skrrt (skrrt, skrrt, like skrrt)

Dreams filling up, I'm like skrrt (like skrrt)

I'm living my best life

It's my birthday, at least that's what I'm dressed like



I said I never had a problem showing y'all the real me

Hair when it's fucked up, crib when it's filthy

Way-before-the-deal me, strip-to-pay-the-bills me

'Fore I fixed my teeth, man, those comments used to kill me

But never did I change, never been ashamed

Never did I switch, story stayed the same

I did this on my own, I made this a lane

Y'all gotta bare with me, I been through some things

Went from small-ass apartments to walking red carpets

Pissy elevators, now every dress is tailored

This some real-life fairy tale Binderella shit

I got further than them hoes that I will ever get

And that only goes to show that only God knows

I took pictures with Beyoncé, I met Mama Knowles

I'm the rose that came from the concrete in the Rolls

I'm like gold, I'm like goals, man, I chose and I'm floating, ayy



I told y'all, I said I'm living my best life

I told y'all, I said I'm living my best life (ayy)

I made a couple M's with my best friends

Turned all my L's into lessons (hey, hey, hey, hey)

You see the whip pulling up, it's like skrrt (like skrrt)

Dreams filling up, I'm like skrrt (like skrrt)

I'm living my best life

It's my birthday, at least that's what I'm dressed like



Skrrt skrrt, going down right now

Skrrt skrrt, Jamie Foxx in your town, like

Skrrt skrrt, money piling up, man

All the blessings coming down

You don't know 'bout nothing, you don't know 'bout nothing

You don't know 'bout nothing, you don't know 'bout nothing

I told y'all, I told y'all (You don't know 'bout nothing)

I t-, I told y'all, I told y'all (You don't know 'bout nothing)

Told y'all, I t-, I told y'all (You don't know 'bout nothing)

You don't know (You don't know 'bout nothing)"
58q2HKrzhC3ozto2nDdN4z,I Like It,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,"Cardi B, Bad Bunny, J Balvin",253390,,2018,"Yeah baby
I like it like that
You gotta believe me when I tell you
I said I like it like that
You gotta believe me when I tell you
I said I like it like that



Now I like dollars, I like diamonds

I like stunting, I like shining

I like million dollar deals

Where's my pen, bitch I'm signin'

I like those Balenciagas

The ones that look like socks

I like going to the jeweler

I put rocks all in my watch

I like texts from my exes

When they want a second chance

I like proving niggas wrong

I do what they say I can't

They call me Cardi Bardi, banging body

Spicy mami, hot tamale

Hotter than a Somali

Fur coat, Ferrari

Hop out the stu, jump in the coupe

They trippin' on top of the roof

Flexing on bitches as hard as I can

Eating halal, driving the Lam'

Told that bitch I'm sorry, though

'Bout my coins like Mario

Yeah they call me Cardi B

I run this shit like cardio

Oh, damn



Diamonds, just forget the chains

I said I like it like that

Instead of fighting, know I'm gang gang gang gang

I said I like it like that

Drop the top and blow the brains

I said I like it like that

Oh he's so handsome, what's his name?

I said I like it like that

Oh I need the dollars

I said I like it like that

Beat it up like piñatas

I said I like it like that

Tell the driver, close the curtains

I said I like it like that

Bad bitch make him nervous

I said I like it like that

Cardi B!



Chambean, chambean, pero no jalan (¡jalan!)

Tú compras to'a las Jordan, bobo, a mí me las regalan

I spend in the club (wuh), while you hop in the bank (yeh)

This is the new religion, bang, en latino gang, gang, yeh, yeh

Trato de hacer dieta (heh), pero es que en el closet tengo mucha grasa (wuh)

Ya mude la Gucci pa' dentro de casa, yeh (¡wuh!)

Cabrón, a ti no te conocen ni en Plaza (no)

El Diablo me llama pero Jesucristo me abraza

Guerrero como Eddie, que viva la raza (yeh)

Me gustan boricuas, me gustan cubanas

Me gusta el acento de las colombianas (¿qué hubo pues?)

Como mueve el culo la dominicana (¿qué lo que?)

Lo rico que me chingan las venezolanas (woo!)

Andamos activos, Perico Pin-Pin

Billetes de cien en el maletín (ching)

Que retumbe el bajo, Bobby Valentin, yeh

Aquí es prohibido amar, diles Charytín

Que pa'l pico les tengo Claritin

Yo llego a la disco y se forma el motín



Diamonds, just forget the chains

Bad Bunny Pa, pa, pa, pa

I said I like it like that

Instead of fighting, know I'm gang gang gang gang

I said I like it like that

Drop the top and blow the brains

I said I like it like that

Oh he's so handsome, what's his name?

I said I like it like that

Oh I need the dollars

I said I like it like that

Beat it up like piñatas

I said I like it like that

Tell the driver, close the curtains

I said I like it like that

Bad bitch make him nervous

I said I like it like that



Como Celia Cruz tengo el azucar (azuca')

Tu jeva me vio y se fue de pecho como Jimmy Snuka

Te vamos a tumbar la peluca

Y arranca pa'l carajo cabrón, que a ti no te vo'a pasar la juca (juca, juca)

Mis tenis Balenciaga, me reciben en la entrada

Pa-pa-pa-pa-razzi, like I'm Lady Gaga

Y no te me hagas, que en cover de Billboard tú has visto mi cara

No salgo de tu mente

Donde quieras que viajes has escuchado ""Mi Gente""

Yo no soy high, soy como el Testarossa (Testarossa)

Yo soy el que se la vive y también el que la goza (goza, goza)

En la cosa, mami en la cosa (cosa, cosa)

El quien mira sufre y el que toca goza (goza, goza)



I said I like it like that

I said I like it like that (rrr)

I said I like it like that

I said I like it like that



Diamonds, just forget the chains

I said I like it like that

Instead of fighting, know I'm gang gang gang gang

I said I like it like that

Drop the top and blow the brains

I said I like it like that

Oh he's so handsome, what's his name?

I said I like it"
5DfWF0jqMgZDCiu9zJENTA,Ring (feat. Kehlani),4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,"Cardi B, Kehlani",177139,,2018,
1vBeIXlzbAieGoDqInav5j,Money Bag,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,Cardi B,229004,,2018,
0dIoGTQXDh1wVnhIiSyYEa,Bartier Cardi (feat. 21 Savage),4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,"Cardi B, 21 Savage",224284,,2018,
