track_id,track_name,song_lyrics
1Nch1dTOPyrA2MCcQtlxb8,Can't Express,"27 ContributorsCan’t Express Lyrics[Chorus]
I can't express myself, don't know how to start
That's why I'm double cupped up, I go to Mars
Shawty was with me in the bando from the start
Now we in the Phantom, lookin' at the stars
When all this money came, these hoes played on me
I remained the same nigga, so please don't change on me
A lot of these hoes round a nigga, they be too fake
'Cause a young nigga been hoppin' out that new Wraith

[Verse 1]
All these problems got me drownin' in my codeine
Double up, the birds got me trappin' out them four wings
24/7, I just want you to be honest with me
You protected cause I keep the 9 under me
All them late night conversations in the loft
Didn't had to tell you, you knew we was gonna ball
But I've been havin' to explain to these hoes, gotta get off me
VVS diamonds in your ring, no Charles Barkley (Ayy)
I just got a number one rule, shawty don't lie to me
If you want a bad bitch in the threesome, we can find her
I'ma keep you flooded and on fleek in that designer
You know we be chasin' that bag, I'm right behind her

[Chorus]
I can't express myself, don't know how to start
That's why I'm double cupped up, I go to Mars
Shawty was with me in the bando from the start
Now we in the Phantom, lookin' at the stars
When all this money came, these hoes played on me
I remained the same nigga, so please don't change on me
A lot of these hoes round a nigga, they be too fake
'Cause a young nigga been hoppin' out that new Wraith
You might also like[Verse 2]
Now that I got it, I ain't knowin' who to share it with
Give you that 'Rari thing, horses on the carriages
Get you red bottom boxes you don't know what pair this is
Back shots got her hittin' high notes, Mariah Carey and shit
I bought a white tee just to match it on your toenails, yeah
I done paid full price on Chanel, this ain't no wholesale, yeah
Me and shawty, street relationship goals yeah
Whatever she needs, a nigga gotta be there for her
She be dippin' that Range nigga, fuck a Explorer
Gave her 10 racks just to blow in Sephora
She want Dolce and Gabbana, she ain't fuckin' with Zara
Thought we would be one night until a nigga got to know her

[Chorus]
I can't express myself, don't know how to start (Don't know how to start)
That's why I'm double cupped up, I go to Mars (I go to Mars)
Shawty was with me in the bando from the start
Now we in the Phantom, lookin' at the stars
When all this money came, these hoes played on me (Yeah, yeah, yeah)
I remained the same nigga, so please don't change on me (Change on me)
A lot of these hoes round a nigga, they be too fake
'Cause a young nigga been hoppin' out that new Wraith

[Outro]
Yeah, yeah, yeah
I can't express myself
I can't express myself
Yeah, yeah
Yeah
Keep that4Embed"
3ULjPcUKiHNJJo4Znq8wjo,Area Codes,"22 ContributorsArea Codes Lyrics[Chorus]
I got different hoes, in different area codes (Woo, woo)
I feel like Luda, hop out with the shooters (Woo, woo)
If I'm gon' cuff that bitch, gotta make sure that her head right (Woo, woo)
Got a red beam, caught him sleepin' at the red light
These niggas been cappin', I can't do that shit no mo' (Woo, woo)
If a nigga wasn't real, he can't be around Ricch no more (No)
Hit it one time, I can't even fuck no more (Woo, woo)
Made a million, I don't even count no more (Woo, woo)

[Verse 1]
Rare talk, yeah, talk, I'm gettin' to the bag, nigga
Niggas call me Goyard Roddy 'cause a nigga hoppin' out my bag, nigga
Never fell in love with a bitch 'cause Ricch ain't goin' out sad, nigga
I was just choppin' it up with Meek, now I hop out the Wag', nigga
Whippin' up dope, got the re-work, spilled it on my t-shirt
That Justin Bieber, she love my trap demeanor
How you niggas say you robbin', you ain't never make the news (Never made the news)
Countin' up 10 racks, then I got some brand new shoes
I got a brown skin bad as Meagan Good
Pullin' up Panamera when I'm in my hood
Niggas think I made a million off the drugs
Take care of my dawgs on death row like I'm Suge (Yeah, yeah)

[Chorus]
I got different hoes, in different area codes (Woo, woo)
I feel like Luda, hop out with the shooters (Woo, woo)
If I'm gon' cuff that bitch, gotta make sure that her head right (Woo, woo)
Got a red beam, caught him sleepin' at the red light
These niggas been cappin', I can't do that shit no mo' (Woo, woo)
If a nigga wasn't real, he can't be around Ricch no more (No)
Hit it one time, I can't even fuck no more (Woo, woo)
Made a million, I don't even count no more (Woo, woo)
You might also like[Verse 2]
I just fucked her then I kicked her, no romancin'
She just like me 'cause my diamonds dancin' like a ballerina
If a nigga movin' by myself, then I gotta have a Nina
Told that bitch I only want her, I ain't never ever need her
Gotta get a Puma deal, waitin' on my call for memory
Slangin' that white girl, Miley Cyrus, but my plug Vietnamese
See all these niggas hate me 'cause I got these racks on me
And my diamonds water, bitch, I spent a dub for the submarine
I got a new broad in every city I've been steppin' in
I hopped on the private with Louis V luggage
I got a new bag and hopped in the Benz
Got the new Cartier glasses
I'm Crippin', lil' nigga, the navy blue tinted the lens
I just need Benjamins, I don't need no friends

[Chorus]
I got different hoes, in different area codes (Woo, woo)
I feel like Luda, hop out with the shooters (Woo, woo)
If I'm gon' cuff that bitch, gotta make sure that her head right (Woo, woo)
Got a red beam, caught him sleepin' at the red light
These niggas been cappin', I can't do that shit no mo' (Woo, woo)
If a nigga wasn't real, he can't be around Ricch no more (No)
Hit it one time, I can't even fuck no more (Woo, woo)
Made a million, I don't even count no more (Woo, woo)3Embed"
7KgCjoyL1lNA2YZoEJhD8x,Brand New,"16 ContributorsBrand New Lyrics[Intro]
Hunnid bands for a kilo, nigga

[Chorus]
I didn't know who to trust, once I hopped in the coupe
Once I hopped in my bag, yeah, I didn't know what to do
Gotta get this money, you can't let it change you
But I can't lie, all these hunnids got a nigga feelin' brand new
I just fucked my main bitch on a private jet to Cancun
Gave her my heart before I knew the bitch was ran through
That's why when it come to these hoes, I gotta stay in love with double cup, yeah
Chasin' the bag, that's on the regular, I gotta run it up, yeah

[Verse 1]
When it came to gettin' racks, I got new dividends
Got a thick brown skin bitch, I call her Cinnamon
Took some losses in these streets, I gotta pack and then wait for the win
I had to tuck a mil', I got in the field, nigga, then I did it again
I was in the streets lil' nigga, I really went platinum, yeah
Feelin' like Joe when I was in the trap, I was whippin' up Jacksons, yeah
I was down bad, niggas turned they backs, yeah
They ain't know that I was fillin' up the mattress, yeah
I was just a broke nigga, now a nigga designer my feet
'17 foreign car, tinted windows, ridin' down the street, yeah
I gotta feed the streets, the motto is ""All my niggas gotta eat""
I had to trap it out, I wasn't even gettin' no sleep, yeah
You might also like[Chorus]
I didn't know who to trust, once I hopped in the coupe
Once I hopped in my bag, yeah, I didn't know what to do
Gotta get this money, you can't let it change you
But I can't lie, all these hunnids got a nigga feelin' brand new
I just fucked my main bitch on a private jet to Cancun
Gave her my heart before I knew the bitch was ran through
That's why when it come to these hoes, I gotta stay in love with double cup, yeah
Chasin' the bag, that's on the regular, I gotta run it up, yeah

[Verse 2]
Ayy, gotta put my new bitch in a mink
She collect the bag like a Brink
And that shit mean everything to me
'Cause she gotta ball like me
I was gettin' off of robbin', I was on and off the road
Had to learn the hard way that these streets so cold
Celebratin' with the Ace of Spade, pourin' up the rose gold
You would think I was in the garden how I'm pullin' up the Rolls
You would think that I'm a shredder how I'm fuckin' up a check
And I ain't never played tennis but I got a couple on my neck
She say she want me to flood the face to get the Audemars Piguet
I'm the youngest richest nigga that been poppin' out the set
I got the answers, nigga, I don't need no auto-correct
Got it jumpin' out my own city, then I moved to Brooklyn like the Nets, yeah, yeah
[Chorus]
I didn't know who to trust, once I hopped in the coupe
Once I hopped in my bag, yeah, I didn't know what to do
Gotta get this money, you can't let it change you
But I can't lie, all these hunnids got a nigga feelin' brand new
I just fucked my main bitch on a private jet to Cancun
Gave her my heart before I knew the bitch was ran through
That's why when it come to these hoes, I gotta stay in love with double cup, yeah
Chasin' the bag, that's on the regular, I gotta run it up, yeah1Embed"
5AL4chhuQBsENEAS1YtV38,Down for Real,"14 ContributorsDown for Real Lyrics[Intro]
CashMoneyAP
That ain't your dawg, for real
If all a **** want is... know what I’m sayin'
Check, that ain't your dawg
My n**** stayed down from the... you know what I’m sayin'?
When **** didn't have shit, you dig?
That's why we gon' ball forever
Yeah, yeah
CashAP got the beat tight

[Chorus]
I wasn't up, but now I'm knowin' how it feel
Stayed loyal to these niggas, looked around and they ain’t here
Cut yourself out the circle, nigga tell me how it feel
I got it out the mud, nigga, that’s just how I feel
You wasn't with a nigga when I was down for real
Had to cut my main bitch off, she wasn’t down for real
Tried to infiltrate the circle, he out of bounds for real
A lot of these niggas ain't down for real

[Verse 1]
Would you put down on my books if I was trapped behind that wall?
Just get trapped up in the jam, see how many niggas call
That's why I don't fuck with niggas, only bad bitches
Where was you at, nigga, when I was doin’ bad, nigga?
Now these niggas flood around, 'cause I got diamonds on my neck
Only fuck with loyal niggas, told my dawg to cut the check
I cut that bitch if she ain't comin' correct
'Cause I got too many bitches to even stress
Tell my dawg to get that TEC, like Ron Artest (Brrt, brrt)
These niggas trap and then they ball for like half of the game
Made a profit with his dawg, then spent half on a chain
I wonder why these groupies ain't call when I ain't have no name
You might also like[Chorus]
I wasn't up, but now I'm knowin' how it feel
Stayed loyal to these niggas, looked around and they ain't here
Cut yourself out the circle, nigga tell me how it feel
I got it out the mud, nigga, that's just how I feel
You wasn't with a nigga when I was down for real
Had to cut my main bitch off, she wasn't down for real
Tried to infiltrate the circle, he out of bounds for real
A lot of these niggas ain't down for real

[Verse 2]
My nigga just caught a 15 off the robbery, I ain't tryna do that
My old bitch done got my new number, keep callin' me, text her back like ""Who that?""
And my trap at the house, I gotta run up the cheese, I don't fuck with the rats
Gave handouts to these niggas, and I got struck in the back (Ayy)
And my nigga, we ain't cut from the same cloth, I'm in the street for real
Nigga I was trapped inside my problems, sippin' that lean for real
Young nigga touched bout 30,000, I ain't even seen a deal
Tryna get a three-piece out the trap for my team for real

[Bridge]
A lot of these niggas say they down for real
But when he got up under pressure, he just fold
The pressure made me a diamond, I stood 10 toes
I ain't have to sell my soul to sit in this gold
[Chorus]
I wasn't up, but now I'm knowin' how it feel
Stayed loyal to these niggas, looked around and they ain't here
Cut yourself out the circle, nigga tell me how it feel
I got it out the mud, nigga, that's just how I feel
You wasn't with a nigga when I was down for real
Had to cut my main bitch off, she wasn't down for real
Tried to infiltrate the circle, he out of bounds for real
A lot of these niggas ain't down for real

[Outro]
Yeah, yeah, yeah, yeah, yeah
These niggas ain't down for real
And that's just how I feel
Yeah, yeah, yeah
Yeah, yeah
Yeah, yeah, yeah, yeah
Keep that2Embed"
1ttPzkTSpQUFcEGx8bjerL,Every Season,"92 ContributorsTranslationsTürkçeEvery Season Lyrics[Intro]
Beezo need cash only, you dig?
That boy Cassius

[Chorus]
I just been ballin' out every season
Know it’s some niggas I left in the bleachers
I just been married to double cup
I got to pour me a four inside another liter
Tie up the bands and then run it up
I got to put the new bales inside of the freezer
Back at the trap I was ducking them people
Ducking them birds sending out them eagles
All of my diamonds gone buss out the meter
I'm dripping water nigga, Aquafina
Damn that bitch cappin' if she think I need her
Hit it one time and then I got to leave her
I’m a real street nigga
Gotta keep it a rack with my people
Turn the whole squad to bosses
I can't be kickin' shit like I'm Adidas

[Verse 1]
Young nigga pullin' up inside the Bentley truck
I just be poppin' shit like hot grease
I remember days sitting at the trap
'Bout to call the plug gotta cop three
Looked up to Pablo Escobar, Money Meech, and Chapo
That's my top three
Bitch I was serving the sidewalk
Then I copped the drop hopped in the streets
You can’t name a young nigga that’s hot as me
All my niggas do murders and robberies
Got about 20 racks in the Robin Jeans
Niggas thinking I won off the lottery
When I hop in the push start with the pound
Niggas know that it ain't no stopping me
Outta town champ like Mayweather
Got a new crib off the boxing ring
Put the new Forgiatos on the Jeep
Run up 30 in a week
I just fuck her I don’t keep
.45 Under the pillow
45,000 in the sheets
I want the bag nigga
I can't trust no ho if I know she ain't married to me
Bitch I done got this shit up out the streets
Red gut period blood on my seats
You might also like[Chorus]
I just been ballin' out every season
Know it’s some niggas I left in the bleachers
I just been married to double cup
I got to pour me a four inside another liter
Tie up the bands and then run it up
I got to put the new bales inside of the freezer
Back at the trap I was ducking them people
Ducking them birds sending out them eagles
All of my diamonds gone buss out the meter
I'm dripping water nigga, Aquafina
Damn that bitch cappin' if she think I need her
Hit it one time and then I got to leave her
I'm a real street nigga
Gotta keep it a rack with my people
Turn the whole squad to bosses
I can't be kickin' shit like I'm Adidas

[Verse 2]
Rap shit
I ain't got to cap shit
I've been gettin' cheese like I'm Velveeta
I'm in a two seater with two bad bitches
Black and white, I'm finna have a zebra
She want to ride in the back
Cause I've been having them racks
I ain't showing
She say I ain't got them racks
Thought you knew me better than that
But they ain't knowing
She say my VVS's so annoying
I bought a coupe to spoil her
She want to look out the roof in the morning
YSL got her a new persona
I want to ball like a triple-double nigga
Larry Bird with the racks
Livin' my best life, shorty
You can't never get attached
Went to the plug got a couple P's
Then I Randolph, like Zach
We been sellin' in the projects
Like it's the New Jack City
All my bitches got ass and titties
Got to hop on top the bag and get it
She call me 'cause her main nigga don't beat it up
He something like a pacifist
All a nigga do is sniff her the check
Open her mouth put the dick in her neck
Blue rags bitches crippin' the set
I've been trapping got to get a Patek
Bitch I'm rich I can't be livin' in debt
She won't be my bitch
I can't fuck with the pets
Her best friend end up givin' me sex
In the Tahoe when I jumped out the jet
Yeah, yeah, yeah
[Chorus]
I just been ballin' out every season
Know it's some niggas I left in the bleachers
I just been married to double cup
I got to pour me a four inside another liter
Tie up the bands and then run it up
I got to put the new bales inside of the freezer
Back at the trap I was ducking them people
Ducking them birds sending out them eagles
All of my diamonds gone buss out the meter
I'm dripping water nigga, Aquafina
Damn that bitch cappin' if she think I need her
Hit it one time and then I got to leave her
I'm a real street nigga
Gotta keep it a rack with my people
Turn the whole squad to bosses
I can't be kickin' shit like I'm Adidas36Embed"
4SWWe2OYC4mqf40Gc2RSdl,Down Below,"55 ContributorsTranslationsTürkçePortuguêsFrançaisDown Below Lyrics[Intro]
Scott Storch

[Chorus]
A nigga came from the bottom, down below
'Member them cold nights, I was sleepin' on the floor
Always dreamed about the Forgiato feet, now they down below
A nigga got so much money on me, I can't count no more

[Verse 1]
'Member I was in the project walls, couldn't even get a loan
Now these niggas got they hands out, if I ain't give it, I'd be wrong
'Member I was in the county jail none of these bitches wasn't pickin' up the phone
Now they bangin' my line, I ain't got time no more
A nigga started from the bottom, now I'm livin'
Early morning, uncle whippin' in the kitchen
Some people said I couldn't do it and then I did it
Look at my bank account, I'm runnin' up the digits
I ain't into all that ""Doin'-that-facade"" shit
I walk it, I talk it, I live it
Come to the bird house, look at the garage, nigga
My Bentley coupe got a couple pigeons
I was down on my ass, had to go a new direction
Bought mom a Gucci purse, gave her 10 racks, told her you ain't gotta stress it
It ain't even an emergency and a nigga 'bout to pull up in a 911
Just to feed my dawgs, I told God it's a blessin' (Yeah, yeah, yeah, yeah)
You might also like[Chorus]
A nigga came from the bottom, down below
'Member them cold nights, I was sleepin' on the floor
Always dreamed about the Forgiato feet, now they down below
A nigga got so much money on me, I can't count no more

[Post-Chorus]
Down below, down below
Down below, down below-ow-ow-ow
Down below, down below
Down below, down below-ow-ow-ow, yeah yeah

[Verse 2]
Roddy Ricch, yeah, I never took the safe route
Nigga came from the bottom, I had to make it out
I was trappin' in the box, I had to break out
Hurt my soul when the feds kicked down the vacant house
Black truck on the corner, they had a stakeout
Seen a dopeboy pullin' out a Wraith out
Had to get up out the hood to the lake house
The head chef 'bout to bring my steak out
I was pourin' up the liters, swipin' them Visas
They think a nigga Rondo 'cause I always kept a Nina
Now my jewelry wetter than Aquafina, quick trip to Catalina
White bitch bad as Selena, fuck her, then a nigga gotta leave
I just wanna shine like the Wraith roof stars 'cause a nigga been down so long
Ain't nobody see, bird vision, dawg, got it all on our own
'Member them nights I was trappin', I was trappin' all night long
Now I keep a shooter on the right, just in case a nigga try to do me wrong (Yeah, yeah, yeah, yeah)
[Chorus]
A nigga came from the bottom, down below (Down below)
'Member them cold nights, I was sleepin' on the floor (Sleepin' on the floor, yeah)
Always dreamed about the Forgiato feet, now they down below
A nigga got so much money on me, I can't count no more

[Post-Chorus]
Down below (Down below), down below (Yeah, yeah)
Down below, down below-ow-ow-ow (Woah, oh, oh)
Down below, down below (Woah, oh, oh, oh)
Down below, down below-ow-ow-ow, yeah, yeah

[Outro]
Yeah yeah, yeah yeah, yeah yeah
Scott, you lit this bitch up, nigga
Yeah yeah, yeah yeah, yeah yeah
Yeah yeah, down below
Down below, down below, down below
Down below, down below, oh, oh36Embed"
3uIdxn5bUjOLOKN4QELnhb,Day One (Outro),"32 ContributorsDay One (Outro) Lyrics[Intro]
Yeah, 17
I was outside, fly as a jet

[Verse]
17 years old, I'm flyin' on a Jet
Bust down, bust down, Audemars Piguet
Tryna get the bag, I was goin' OT, baby
Trappin' with mud in the Phantom, 150 thousand in Atlanta
Double G's what I'm steppin' on
I ain't ever had shit, I want my racks long
Gotta get it out the mud, I was trappin' out the bando
They been wantin' to see me fall, red bottom what I land on
Fell in love with shawty, but she wasn't enough for me
'Cause I be ridin' in my 10-speed
Nigga, tell me what the lick read
I was servin' down on 10th Street
I wanted me the Louis V bag, so I fucked around and bought it
Got a new apartment, Hermès carpet
I just wanna be the motivation for my young nigga
Out here tryna get it
Focus on your babe (uh huh, yeah-yeah)
Fuck these bitches
I just got off the phone with my young nigga
He said, ""Roddy 'bout to go number one, nigga""
I been tryna get the money for appeal
Gotta stay down for your day ones, niggaYou might also like4Embed"
0F60WLPs6Oz2slHomvLt9U,We Good,"58 ContributorsTranslationsPortuguêsWe Good Lyrics[Intro]
EA 2
EA 2
Woah

[Chorus]
Yeah, new contract, I read mines (Huh?)
They said I was lost (Huh?)
They thought I was a dead guy (Yes)
I was on that NOS (Lil Uzi)
Smallest car was a Redeye (Skrrt)
Smokin' gas, don't cough
But it gave me the red eyes (Woah)
Yeah, new contract, I read mines (Huh?)
They said I was lost (Huh?)
They thought I was a dead guy (Yes)
I was on that NOS (Lil Uzi)
Smallest car was a Redeye (Skrrt)
Smokin' gas, don't cough
But it gave me the red eyes (Woah)

[Verse]
Alright, alright, alright, I swear everything's alright
Everybody thought I was leanin', I was really triple beanin'
All white, all white, all white, but I'm really still the demon
She tryna show off for Uzi, that's for sure
I don't share my drop, but she still got my lo'
Can't you tell I'm in that mode? Can't you tell I'm in that mode? Yeah, yeah
Bitch, I'm here to stay, that's the way it's gonna go
Your bitch called my phone just the other day (The other day)
Told 'em I'ma eat out just like ándale (Just like ándale)
Takin' all these drugs, I got funny face (I got funny face)
Mama text my phone, ask me, ""You okay?"" (I'm good, ma)
Mama, swear we good, hundred on the way (We good, ma, woah)
You might also like[Chorus]
Yeah, new contract, I read mines (Huh?)
They said I was lost (Huh?)
They thought I was a dead guy (Yes)
I was on that NOS (Lil Uzi)
Smallest car was a Redeye (Skrrt)
Smokin' gas, don't cough
But it gave me the red eyes (Woah)
Yeah, new contract, I read mines (Huh?)
They said I was lost (Huh?)
They thought I was a dead guy (Yes)
I was on that NOS (Lil Uzi)
Smallest car was a Redeye (Skrrt)
Smokin' gas, don't cough
But it gave me the red eyes (Woah)

[Outro]
Your bitch called my phone just the other day (The other day)
Told 'em I'ma eat out just like ándale (Just like ándale)
Takin' all these drugs, I got funny face (I got funny face)
Mama text my phone, ask me, ""You okay?"" (I'm good, ma)
Mama, swear we good, hundred on the way (We good, ma)3Embed"
3NE6g9h77FZbQqCLzUpGRt,Light Year (Practice),"76 ContributorsTranslationsPortuguêsLight Year (Practice) Lyrics[Verse 1]
I like real ratchet bitches (Keep goin')
I mean real ratchet bitches (Brr, keep goin')
I see all these girls and they lookin' so thick (Keep goin')
But I got real racks to get (Real racks to get, I ain't worried 'bout them)
Rick Owen match the bed, yes, I sleep in designer
Eatin' my cereal with ice-ice diamonds, so when I'm eatin' breakfast, I'm shinin' (Yeah)
Tony Hawk, Lil Uzi be grindin'
Diamonds, they pissy and Issey Raf Simons
I'ma be litty all the way 'til I'm fifty
No, matter fact, sixty, she tryna get with me
She suckin' Daytona, and evеry time that she go deep throat, it feel like thе hemi (Feel like hemi)
At the least, it's a burst, I don't do no semi
Like I don't think a purse could hold all these new bands (Let's go)
Like racks look so dumb in my pants
I got so much like I need a suitcase, like
I'm the type of nigga beat my case and the motherfuckin' judge never saw my face
Look at them now
Know it's some niggas that think I'm a clown
That's cool, this money can, um, get you down
Bitch, we in Philly with three thousand rounds
Nobody want smoke, we got beef out of town
Niggas be like, ""Why you always out of town?""
Shit, I'm on the jet with this pound
(You know Vert slide in a Q50, R.I.P. Lil Jeff, strapped up like a Bloodhound)
You might also like[Verse 2]
Okay, let's talk 'bout the pape'
I got all types of cake, I made three M's off eighths
Made like fifty off hit, and I'm still on my shit, and I'm rich, no debate
Pardon my Wraith, I mean this is a spaceship
My girl lookin' good, always think of you lesser
In my bedroom and my eyes'll undress her
Her head on the dresser like, ""Damn, girl, you sexy""
Shout out my Patek, my Patek my bestie
Been ballin' so long, I swear I need an ESPY
Diamond my neck, yeah, that shit like Wayne Gretzky
Now he got the switch, but he used to watch Jessie
Disney Channel, that nigga be catchy
I'm catchy too, but I watched Ed, Edd n Eddy
Need to stretch all these fake-ass niggas 'cause they fetty
I ain't gon' lie, I don't think that they ready

[Chorus]
I don't think that they ready, I don't think that they ready
I don't think that they ready, I don't think that they ready (Woah)
Think that they ready, I don't think that they ready
I don't think that they ready, I don't think that they ready
I don't think that they ready, I don't think that they ready
I don't think that they ready, I don't think that they ready
Think that they ready, I don't think that they ready
I don't think that they ready, I don't think that they ready
[Verse 3]
I got the Finn on me just like I'm Jake (Huh?), money all over the place
Diamonds cleansin' your face just like up, like ovation
No, I never fucked your bitch, I'm just smashin' her face
I got glass on the bezel, got glass on the face
But it came like this, it's a factory date
These niggas pussy, they soft like a chafer
Irritatin' that bitch, you so aggravatin'
Fuck you thought, that I lost?
I'm swaggin', I'm awesome, I'm saucy, my brain, I lost it
Just like Randy, put my arm out, I Moss ‘em
Put a hole in the nigga like a dolphin
I told my big bro we ain't takin' losses
I got some secret money in the coffin
Smokin' the Candy Shop, it got me coughin'
Bitch, it's so hot like I turned on defroster
I'm fresh off the nitrous, ain't mess up a bit-it
How you say that I'm soft when I'm always revealin' you?
Got sixteen hoes, yeah, guess who's the villain now?
He call sixteen hoes, shit, I guess he a dunzo
Now she be on two drums, on your bongo
Smoke so much, I don't know where my lungs go
Stand on my money, I'm tall as Mutombo
Come to my block, yeah, it look like a gunshow
Trap out apartments, it's only a front door
Puttin' on for my block 'fore I could leave, fronto
Put my arms in my hoodie, this shit look like a poncho
If I stand on the money, then I'm tall like Hunxho
Look, I ain't tryna tussle, end of discussion
My shooter with me got bodies like he Russian
Fast money, slow money, I don't care, I ain't rushin'
My block hot, this shit like an oven
This shit like an oven, this shit, it be bustin'
I ain't Hollywood, do some shit for my cousin (Yeah)
That's what I'm posed to, but that shit wasn't nothin'
I just got a nigga hit for like four or five hundred
I just came from the A with like four or five buttons
(Eternal Atake 2)3Embed"
6hu1bJBNMeXIepHr1joKW4,Meteor Man,"81 ContributorsMeteor Man Lyrics[Verse 1]
Tell 'em don't call my phone (Phone), call my phone, yeah (Hello?)
I don't even need these hoes (Woah), leave me 'lone (Woah)
Since I was in Comme, yeah, yeah, I wear Comme, yeah, huh
Comme des Garçons, hmm, yeah, your bitch in my home, yeah, huh
She give me dome, huh, she give me head like a comb (Huh, yeah)
She give me dome, huh, she give me head like a comb (Huh, ayy)
She give me dome, huh, she give me head like a comb (Hah, what?)
She give me dome, huh, she give me head like a comb (Let's go)
Yeah, yeah, swag, yeah, swag, yeah, swag, yeah (Swag, swag)
Yeah, yeah, yeah
Yeah, yeah, yeah (Let's go, let's go, let's go)
Coupe and this bitch out of roof (Roof)
Bitch tryna fuck off the boot (Boot)
She out of Baltimore cute (Cute)
She got that Baltimore tooth (Yeah)
Diamonds, they hit like Ray Lewis (Yeah)
All of my Baltimore screws (Yeah)
Water on me and my shoes (Yeah)
Just like a portable hoop (Yeah)
I flew your ho out, yeah, she was a portable (Yeah)
I flew your ho out 'cause she was affordable (Yeah)
Pussy so wet like Adult Swim, she gave me more of it
I told her oral

[Chorus]
This is an aura, this is an aura
This is an aura, this is an aura
This is an aura, this is an aura
This is an aura, this is an aura
This is an aura, this is an aura
This is an aura, this is an aura
You might also like[Verse 2]
Don't like me, don't give a fuck (Yeah)
Your bitch out here still gettin' fucked (Too bad)
It's the aura, his money shorter
Active, boy, is the question rhetorical?
Pull up in Hellcat, Ace Ventura (Yeah, yeah)
If it's beef, turn a nigga to a porter
Saw LB, it's nothin' but the water
She what I need, she love my daughter
And she twenty-three, so she under a quarter
I make hits, them songs for hits
I don't give a fuck 'bout a hit, suck my dick
I got hoes in the back of the whip
I got hoes in the front of the whip
I got hoes on some Blood shit
I got hoes that hold my grip
I got hoes, they don' talk 'bout shit
I got hoes that be on counterfeit
I got hoes on scammin' shit
Some of my hoes pop Xans and shit (Yeah)
Shit, that pussy got drip on lip (On lip)
After I fuck, then a nigga gotta dip (Gotta dip)
Tryna get me touched, then a nigga gettin' dipped (Get dipped)
Give 'em less money 'cause the bag gon' flip (Gon' flip)
I got hoes on scammin' shit (Shit)
Some of my hoes pop Xans and shit (Shit)
Shit, that pussy got drip on lip (Let's go)
After I fuck, then a nigga gotta dip
Tryna get me touched, then a nigga gettin' dipped
Give 'em less money 'cause the bag gon' flip (Gon' flip)
I'll get a girl real Rick (Yeah)
Rick Owen jeans and shit, yeah
Yeah, them bitches real real Rick, yeah (Woah)
(Yeah, them bitches real real Rick, yeah)
[Chorus]
This is an aura, this is an aura
This is an aura, this is an aura
This is an aura, this is an aura
This is an aura, this is an aura
This is an aura, this is an aura
This is an aura, this is an aura, yeah
Yeah, them bitches real real Rick, yeah (Let's go)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Woah)

[Outro]
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)
Yeah, them bitches real real Rick, yeah (Yeah)1Embed"
